""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"131"	"Coreference Resolution"	"2012.0"	"1.0"	"0.0"	"156.0"	"0.0"	"6.0"	"7.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"4735"	"0"	"1"	"0"
"132"	"Coreference Resolution"	"2014.0"	"1.0"	"0.0"	"157.0"	"0.0"	"3.0"	"4.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"9766"	"0"	"1"	"0"
"133"	"Coreference Resolution"	"2018.0"	"2.0"	"0.0"	"158.0"	"0.0"	"13.0"	"15.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"1"	"0"
"134"	"Coreference Resolution"	"2019.0"	"6.0"	"2.0"	"160.0"	"2.0"	"32.0"	"40.0"	"2009.0"	"0.0625"	"3.0"	"0.058823529411764705"	"0.75"	"49025"	"0"	"1"	"0"
"135"	"Cross-Lingual Document Classification"	"2018.0"	"2.0"	"2.0"	"166.0"	"2.0"	"1.0"	"5.0"	"2013.0"	"2.0"	"1.0"	"0.6666666666666666"	"0.5"	"36754"	"0"	"1"	"0"
"136"	"Cross-Lingual Natural Language Inference"	"2018.0"	"1.0"	"2.0"	"168.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"0"	"1"	"0"
"137"	"Cross-Lingual Natural Language Inference"	"2020.0"	"1.0"	"4.0"	"169.0"	"0.0"	"0.0"	"5.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"0"	"1"	"0"
"138"	"Cross-Lingual Question Answering"	"2019.0"	"1.0"	"2.0"	"170.0"	"2.0"	"0.0"	"3.0"	"2015.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"49025"	"0"	"1"	"0"
"139"	"Cross-Lingual Transfer"	"2018.0"	"1.0"	"1.0"	"171.0"	"0.0"	"0.0"	"2.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"0"	"1"	"0"
"140"	"Cross-Modal  Person Re-Identification"	"2017.0"	"1.0"	"0.0"	"172.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"23430"	"1"	"0"	"0"
"141"	"Crowd Counting"	"2013.0"	"1.0"	"0.0"	"173.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"6822"	"1"	"0"	"0"
"142"	"Crowd Counting"	"2016.0"	"1.0"	"0.0"	"174.0"	"0.0"	"3.0"	"4.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"143"	"Crowd Counting"	"2017.0"	"2.0"	"2.0"	"175.0"	"0.0"	"10.0"	"14.0"	"2013.0"	"0.2"	"inf"	"0.16666666666666666"	"1.0"	"23430"	"1"	"0"	"0"
"144"	"Crowd Counting"	"2018.0"	"1.0"	"0.0"	"177.0"	"0.0"	"24.0"	"25.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"1"	"0"	"0"
"145"	"Curved Text Detection"	"2017.0"	"2.0"	"10.0"	"178.0"	"0.0"	"0.0"	"12.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"146"	"DQN Replay Dataset"	"2020.0"	"1.0"	"0.0"	"180.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"63637"	"0"	"0"	"0"
"147"	"Data Augmentation"	"2019.0"	"3.0"	"5.0"	"181.0"	"14.0"	"1.0"	"9.0"	"2012.0"	"5.0"	"0.21428571428571427"	"0.8333333333333334"	"0.17647058823529413"	"49025"	"1"	"1"	"1"
"148"	"Data-to-Text Generation"	"2017.0"	"3.0"	"0.0"	"184.0"	"0.0"	"0.0"	"3.0"	"2012.0"	""	"inf"	""	"1.0"	"23430"	"0"	"1"	"0"
"149"	"Data-to-Text Generation"	"2018.0"	"1.0"	"0.0"	"187.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"36754"	"0"	"1"	"0"
"150"	"Data-to-Text Generation"	"2019.0"	"1.0"	"6.0"	"188.0"	"4.0"	"0.0"	"7.0"	"2012.0"	"inf"	"0.25"	"1.0"	"0.2"	"49025"	"0"	"1"	"0"
"151"	"Data-to-Text Generation"	"2020.0"	"1.0"	"5.0"	"189.0"	"0.0"	"0.0"	"6.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"0"	"1"	"0"
"152"	"Deblurring"	"2017.0"	"1.0"	"0.0"	"190.0"	"0.0"	"4.0"	"5.0"	"2006.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"1"	"0"	"0"
"153"	"Deblurring"	"2020.0"	"1.0"	"0.0"	"191.0"	"0.0"	"27.0"	"28.0"	"2006.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"1"	"0"	"0"
"154"	"Decision Making"	"2014.0"	"1.0"	"0.0"	"192.0"	"0.0"	"0.0"	"1.0"	"1992.0"	""	"inf"	""	"1.0"	"9766"	"0"	"0"	"0"
"155"	"Decision Making"	"2019.0"	"1.0"	"1.0"	"193.0"	"13.0"	"1.0"	"3.0"	"1992.0"	"1.0"	"0.07692307692307693"	"0.5"	"0.07142857142857142"	"49025"	"0"	"0"	"0"
"156"	"Defect Detection"	"2019.0"	"1.0"	"0.0"	"194.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"49025"	"0"	"0"	"0"
"157"	"Defect Detection"	"2021.0"	"1.0"	"0.0"	"195.0"	"0.0"	"1.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"37713"	"0"	"0"	"0"
"158"	"Definition Extraction"	"2019.0"	"1.0"	"0.0"	"196.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"49025"	"0"	"1"	"0"
"159"	"Denoising"	"2018.0"	"1.0"	"0.0"	"197.0"	"0.0"	"0.0"	"1.0"	"2006.0"	""	"inf"	""	"1.0"	"36754"	"1"	"0"	"0"
"160"	"Dense Object Detection"	"2019.0"	"1.0"	"6.0"	"198.0"	"4.0"	"0.0"	"7.0"	"2016.0"	"inf"	"0.25"	"1.0"	"0.2"	"49025"	"1"	"0"	"0"
"161"	"Dense Video Captioning"	"2018.0"	"1.0"	"1.0"	"199.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"1"	"0"	"0"
"162"	"Depth Completion"	"2017.0"	"1.0"	"4.0"	"200.0"	"0.0"	"0.0"	"5.0"	"2015.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"163"	"Depth Completion"	"2019.0"	"1.0"	"44.0"	"201.0"	"10.0"	"0.0"	"45.0"	"2015.0"	"inf"	"0.1"	"1.0"	"0.09090909090909091"	"49025"	"1"	"0"	"0"
"164"	"Depth Estimation"	"2009.0"	"1.0"	"0.0"	"202.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"254"	"1"	"0"	"0"
"165"	"Depth Estimation"	"2016.0"	"1.0"	"27.0"	"203.0"	"0.0"	"0.0"	"28.0"	"2009.0"	"inf"	"inf"	"1.0"	"1.0"	"17276"	"1"	"0"	"0"
"166"	"Depth Estimation"	"2017.0"	"1.0"	"71.0"	"204.0"	"0.0"	"0.0"	"72.0"	"2009.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"167"	"Depth Estimation"	"2019.0"	"4.0"	"431.0"	"205.0"	"33.0"	"7.0"	"442.0"	"2009.0"	"61.57142857142857"	"0.12121212121212122"	"0.9840182648401826"	"0.10810810810810811"	"49025"	"1"	"0"	"0"
"168"	"Depth Estimation"	"2020.0"	"1.0"	"489.0"	"209.0"	"0.0"	"18.0"	"508.0"	"2009.0"	"27.166666666666668"	"inf"	"0.9644970414201184"	"1.0"	"63637"	"1"	"0"	"0"
"169"	"Dialog Relation Extraction"	"2020.0"	"1.0"	"0.0"	"210.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	"63637"	"0"	"1"	"0"
"170"	"Dialogue Generation"	"2017.0"	"1.0"	"0.0"	"211.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"23430"	"1"	"1"	"0"
"171"	"Dialogue Generation"	"2018.0"	"1.0"	"0.0"	"212.0"	"0.0"	"1.0"	"2.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"1"	"1"	"0"
"172"	"Dialogue Generation"	"2019.0"	"2.0"	"14.0"	"213.0"	"9.0"	"6.0"	"22.0"	"2012.0"	"2.3333333333333335"	"0.2222222222222222"	"0.7"	"0.18181818181818182"	"49025"	"1"	"1"	"0"
"173"	"Dialogue State Tracking"	"2016.0"	"1.0"	"3.0"	"215.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"17276"	"0"	"1"	"0"
"174"	"Dialogue State Tracking"	"2020.0"	"1.0"	"22.0"	"216.0"	"0.0"	"8.0"	"31.0"	"2013.0"	"2.75"	"inf"	"0.7333333333333333"	"1.0"	"63637"	"0"	"1"	"0"
"175"	"Dialogue Understanding"	"2013.0"	"1.0"	"0.0"	"217.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"6822"	"0"	"1"	"0"
"176"	"Dialogue Understanding"	"2016.0"	"1.0"	"0.0"	"218.0"	"0.0"	"2.0"	"3.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"0"	"1"	"0"
"177"	"Dimensionality Reduction"	"2019.0"	"1.0"	"0.0"	"219.0"	"1.0"	"0.0"	"1.0"	"2002.0"	""	"1.0"	""	"0.5"	"49025"	"1"	"0"	"1"
"178"	"Disparity Estimation"	"2015.0"	"1.0"	"0.0"	"220.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"12115"	"1"	"0"	"0"
"179"	"Distant Speech Recognition"	"2015.0"	"1.0"	"0.0"	"221.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"12115"	"0"	"0"	"0"
"180"	"Document Classification"	"2020.0"	"1.0"	"11.0"	"222.0"	"0.0"	"0.0"	"12.0"	"2010.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"0"	"1"	"0"
"181"	"Document Image Classification"	"2015.0"	"1.0"	"0.0"	"223.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"12115"	"1"	"0"	"1"
"182"	"Document Summarization"	"2018.0"	"4.0"	"0.0"	"224.0"	"0.0"	"1.0"	"5.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"1"	"0"
"183"	"Document Summarization"	"2019.0"	"1.0"	"2.0"	"228.0"	"9.0"	"2.0"	"5.0"	"2011.0"	"1.0"	"0.1111111111111111"	"0.5"	"0.1"	"49025"	"0"	"1"	"0"
"184"	"Document Summarization"	"2020.0"	"1.0"	"5.0"	"229.0"	"0.0"	"17.0"	"23.0"	"2011.0"	"0.29411764705882354"	"inf"	"0.22727272727272727"	"1.0"	"63637"	"0"	"1"	"0"
"185"	"Document Summarization"	"2021.0"	"2.0"	"3.0"	"230.0"	"0.0"	"10.0"	"15.0"	"2011.0"	"0.3"	"inf"	"0.23076923076923078"	"1.0"	"37713"	"0"	"1"	"0"
"186"	"Domain Adaptation"	"2010.0"	"1.0"	"0.0"	"232.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"353"	"1"	"0"	"1"
"187"	"Domain Adaptation"	"2017.0"	"3.0"	"152.0"	"233.0"	"0.0"	"16.0"	"171.0"	"2007.0"	"9.5"	"inf"	"0.9047619047619048"	"1.0"	"23430"	"1"	"0"	"1"
"188"	"Domain Adaptation"	"2019.0"	"3.0"	"307.0"	"236.0"	"64.0"	"81.0"	"391.0"	"2007.0"	"3.7901234567901234"	"0.046875"	"0.7912371134020618"	"0.04477611940298507"	"49025"	"1"	"0"	"1"
"189"	"Domain Adaptation"	"2020.0"	"2.0"	"467.0"	"239.0"	"0.0"	"168.0"	"637.0"	"2007.0"	"2.7797619047619047"	"inf"	"0.7354330708661417"	"1.0"	"63637"	"1"	"0"	"1"
"190"	"Domain Generalization"	"2017.0"	"1.0"	"15.0"	"241.0"	"0.0"	"4.0"	"20.0"	"2015.0"	"3.75"	"inf"	"0.7894736842105263"	"1.0"	"23430"	"1"	"0"	"1"
"191"	"Domain Generalization"	"2019.0"	"4.0"	"64.0"	"242.0"	"35.0"	"21.0"	"89.0"	"2015.0"	"3.0476190476190474"	"0.11428571428571428"	"0.7529411764705882"	"0.10256410256410256"	"49025"	"1"	"0"	"1"
"192"	"Drone Pose Estimation"	"2020.0"	"1.0"	"0.0"	"246.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"63637"	"0"	"0"	"0"
"193"	"Duplicate-Question Retrieval"	"2021.0"	"1.0"	"0.0"	"247.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	"37713"	"0"	"0"	"0"
"194"	"EEG"	"2015.0"	"1.0"	"0.0"	"248.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"12115"	"0"	"0"	"1"
"195"	"Electron Microscopy Image Segmentation"	"2021.0"	"1.0"	"0.0"	"249.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"37713"	"1"	"0"	"0"
"196"	"Embodied Question Answering"	"2017.0"	"1.0"	"0.0"	"250.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"23430"	"1"	"1"	"0"
"197"	"Emotion Classification"	"2020.0"	"1.0"	"1.0"	"251.0"	"5.0"	"0.0"	"2.0"	"2012.0"	"inf"	"0.2"	"1.0"	"0.16666666666666666"	"63637"	"0"	"1"	"0"
"198"	"Emotion Recognition"	"2008.0"	"1.0"	"0.0"	"252.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	"202"	"1"	"1"	"0"
"199"	"Emotion Recognition"	"2015.0"	"1.0"	"0.0"	"253.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	"12115"	"1"	"1"	"0"
"200"	"Emotion Recognition"	"2020.0"	"1.0"	"1.0"	"254.0"	"2.0"	"10.0"	"12.0"	"2008.0"	"0.1"	"0.5"	"0.09090909090909091"	"0.3333333333333333"	"63637"	"1"	"1"	"0"
"201"	"Emotion Recognition in Context"	"2020.0"	"1.0"	"0.0"	"255.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	"63637"	"1"	"1"	"0"
"202"	"Emotion Recognition in Conversation"	"2019.0"	"1.0"	"6.0"	"256.0"	"0.0"	"0.0"	"7.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"1"	"0"
"203"	"End-To-End Speech Recognition"	"2018.0"	"1.0"	"1.0"	"257.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"0"	"0"	"0"
"204"	"Entity Alignment"	"2017.0"	"1.0"	"0.0"	"258.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"23430"	"0"	"1"	"0"
"205"	"Entity Disambiguation"	"2011.0"	"1.0"	"0.0"	"259.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"359"	"0"	"1"	"0"
"206"	"Entity Linking"	"2011.0"	"1.0"	"0.0"	"260.0"	"0.0"	"0.0"	"1.0"	"2011.0"	""	"inf"	""	"1.0"	"359"	"0"	"1"	"0"
"207"	"Entity Linking"	"2019.0"	"1.0"	"0.0"	"261.0"	"0.0"	"6.0"	"7.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"208"	"Entity Linking"	"2020.0"	"2.0"	"1.0"	"262.0"	"1.0"	"10.0"	"13.0"	"2011.0"	"0.1"	"2.0"	"0.09090909090909091"	"0.6666666666666666"	"63637"	"0"	"1"	"0"
"209"	"Entity Retrieval"	"2021.0"	"1.0"	"0.0"	"264.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"37713"	"0"	"0"	"0"
"210"	"Entity Typing"	"2018.0"	"1.0"	"0.0"	"265.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"36754"	"0"	"1"	"0"
"211"	"Event Coreference Resolution"	"2014.0"	"1.0"	"0.0"	"266.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"9766"	"0"	"0"	"0"
"212"	"Evidence Selection"	"2021.0"	"1.0"	"0.0"	"267.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"37713"	"0"	"0"	"0"
"213"	"Extreme Summarization"	"2018.0"	"1.0"	"0.0"	"268.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"36754"	"0"	"0"	"0"
"214"	"Extreme Summarization"	"2021.0"	"1.0"	"0.0"	"269.0"	"0.0"	"2.0"	"3.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"37713"	"0"	"0"	"0"
"215"	"Eye Tracking"	"2020.0"	"1.0"	"0.0"	"270.0"	"4.0"	"1.0"	"2.0"	"2012.0"	"0.0"	"0.25"	"0.0"	"0.2"	"63637"	"1"	"0"	"0"
"216"	"Face Alignment"	"2011.0"	"1.0"	"0.0"	"271.0"	"0.0"	"0.0"	"1.0"	"2011.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"0"
"217"	"Face Alignment"	"2016.0"	"1.0"	"93.0"	"272.0"	"0.0"	"5.0"	"99.0"	"2011.0"	"18.6"	"inf"	"0.9489795918367347"	"1.0"	"17276"	"1"	"0"	"0"
"218"	"Face Alignment"	"2018.0"	"1.0"	"50.0"	"273.0"	"0.0"	"18.0"	"69.0"	"2011.0"	"2.7777777777777777"	"inf"	"0.7352941176470589"	"1.0"	"36754"	"1"	"0"	"0"
"219"	"Face Alignment"	"2020.0"	"1.0"	"69.0"	"274.0"	"96.0"	"29.0"	"99.0"	"2011.0"	"2.3793103448275863"	"0.010416666666666666"	"0.7040816326530612"	"0.010309278350515464"	"63637"	"1"	"0"	"0"
"220"	"Face Detection"	"2011.0"	"1.0"	"0.0"	"275.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"0"
"221"	"Face Detection"	"2012.0"	"1.0"	"0.0"	"276.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"4735"	"1"	"0"	"0"
"222"	"Face Detection"	"2015.0"	"2.0"	"11.0"	"277.0"	"0.0"	"26.0"	"39.0"	"2007.0"	"0.4230769230769231"	"inf"	"0.2972972972972973"	"1.0"	"12115"	"1"	"0"	"0"
"223"	"Face Detection"	"2016.0"	"1.0"	"23.0"	"279.0"	"0.0"	"52.0"	"76.0"	"2007.0"	"0.4423076923076923"	"inf"	"0.30666666666666664"	"1.0"	"17276"	"1"	"0"	"0"
"224"	"Face Detection"	"2018.0"	"1.0"	"19.0"	"280.0"	"0.0"	"65.0"	"85.0"	"2007.0"	"0.2923076923076923"	"inf"	"0.2261904761904762"	"1.0"	"36754"	"1"	"0"	"0"
"225"	"Face Generation"	"2017.0"	"1.0"	"29.0"	"281.0"	"0.0"	"0.0"	"30.0"	"2010.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"226"	"Face Identification"	"2018.0"	"1.0"	"73.0"	"282.0"	"0.0"	"2.0"	"76.0"	"2010.0"	"36.5"	"inf"	"0.9733333333333334"	"1.0"	"36754"	"1"	"0"	"0"
"227"	"Face Presentation Attack Detection"	"2019.0"	"1.0"	"0.0"	"283.0"	"0.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"1"	"0"	"0"
"228"	"Face Recognition"	"2001.0"	"1.0"	"0.0"	"284.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"6"	"1"	"0"	"0"
"229"	"Face Recognition"	"2006.0"	"1.0"	"0.0"	"285.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"14"	"1"	"0"	"0"
"230"	"Face Recognition"	"2008.0"	"1.0"	"0.0"	"286.0"	"0.0"	"0.0"	"1.0"	"2001.0"	""	"inf"	""	"1.0"	"202"	"1"	"0"	"0"
"231"	"Face Recognition"	"2014.0"	"1.0"	"18.0"	"287.0"	"0.0"	"14.0"	"33.0"	"2001.0"	"1.2857142857142858"	"inf"	"0.5625"	"1.0"	"9766"	"1"	"0"	"0"
"232"	"Face Recognition"	"2015.0"	"2.0"	"45.0"	"288.0"	"0.0"	"33.0"	"80.0"	"2001.0"	"1.3636363636363635"	"inf"	"0.5769230769230769"	"1.0"	"12115"	"1"	"0"	"0"
"233"	"Face Recognition"	"2016.0"	"3.0"	"84.0"	"290.0"	"0.0"	"43.0"	"130.0"	"2001.0"	"1.9534883720930232"	"inf"	"0.6614173228346457"	"1.0"	"17276"	"1"	"0"	"0"
"234"	"Face Recognition"	"2018.0"	"3.0"	"164.0"	"293.0"	"0.0"	"160.0"	"327.0"	"2001.0"	"1.025"	"inf"	"0.5061728395061729"	"1.0"	"36754"	"1"	"0"	"0"
"235"	"Face Recognition"	"2020.0"	"1.0"	"221.0"	"296.0"	"100.0"	"231.0"	"453.0"	"2001.0"	"0.9567099567099567"	"0.01"	"0.4889380530973451"	"0.009900990099009901"	"63637"	"1"	"0"	"0"
"236"	"Face Reconstruction"	"2016.0"	"1.0"	"12.0"	"297.0"	"0.0"	"1.0"	"14.0"	"2014.0"	"12.0"	"inf"	"0.9230769230769231"	"1.0"	"17276"	"1"	"0"	"0"
"237"	"Face Reconstruction"	"2019.0"	"1.0"	"26.0"	"298.0"	"0.0"	"17.0"	"44.0"	"2014.0"	"1.5294117647058822"	"inf"	"0.6046511627906976"	"1.0"	"49025"	"1"	"0"	"0"
"238"	"Face Sketch Synthesis"	"2020.0"	"1.0"	"0.0"	"299.0"	"2.0"	"0.0"	"1.0"	"2016.0"	""	"0.5"	""	"0.3333333333333333"	"63637"	"1"	"0"	"0"
"239"	"Face Swapping"	"2020.0"	"1.0"	"24.0"	"300.0"	"21.0"	"58.0"	"83.0"	"2011.0"	"0.41379310344827586"	"0.047619047619047616"	"0.2926829268292683"	"0.045454545454545456"	"63637"	"1"	"0"	"0"
"240"	"Face Verification"	"2015.0"	"1.0"	"42.0"	"301.0"	"0.0"	"15.0"	"58.0"	"2009.0"	"2.8"	"inf"	"0.7368421052631579"	"1.0"	"12115"	"1"	"0"	"0"
"241"	"Face Verification"	"2016.0"	"1.0"	"79.0"	"302.0"	"0.0"	"14.0"	"94.0"	"2009.0"	"5.642857142857143"	"inf"	"0.8494623655913979"	"1.0"	"17276"	"1"	"0"	"0"
"242"	"Face Verification"	"2018.0"	"2.0"	"92.0"	"303.0"	"0.0"	"34.0"	"128.0"	"2009.0"	"2.7058823529411766"	"inf"	"0.7301587301587301"	"1.0"	"36754"	"1"	"0"	"0"
"243"	"Facial Attribute Classification"	"2015.0"	"1.0"	"0.0"	"305.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"12115"	"1"	"0"	"0"
"244"	"Facial Expression Recognition"	"2010.0"	"1.0"	"0.0"	"306.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"353"	"1"	"0"	"0"
"245"	"Facial Expression Recognition"	"2013.0"	"1.0"	"0.0"	"307.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"6822"	"1"	"0"	"0"
"246"	"Facial Expression Recognition"	"2016.0"	"2.0"	"16.0"	"308.0"	"0.0"	"11.0"	"29.0"	"2010.0"	"1.4545454545454546"	"inf"	"0.5925925925925926"	"1.0"	"17276"	"1"	"0"	"0"
"247"	"Facial Expression Recognition"	"2018.0"	"1.0"	"14.0"	"310.0"	"0.0"	"29.0"	"44.0"	"2010.0"	"0.4827586206896552"	"inf"	"0.32558139534883723"	"1.0"	"36754"	"1"	"0"	"0"
"248"	"Facial Expression Recognition"	"2019.0"	"1.0"	"23.0"	"311.0"	"0.0"	"30.0"	"54.0"	"2010.0"	"0.7666666666666667"	"inf"	"0.4339622641509434"	"1.0"	"49025"	"1"	"0"	"0"
"249"	"Facial Landmark Detection"	"2011.0"	"2.0"	"0.0"	"312.0"	"0.0"	"0.0"	"2.0"	"2011.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"0"
"250"	"Facial Landmark Detection"	"2012.0"	"2.0"	"0.0"	"314.0"	"0.0"	"0.0"	"2.0"	"2011.0"	""	"inf"	""	"1.0"	"4735"	"1"	"0"	"0"
"251"	"Facial Landmark Detection"	"2013.0"	"1.0"	"0.0"	"316.0"	"0.0"	"1.0"	"2.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"6822"	"1"	"0"	"0"
"252"	"Facial Landmark Detection"	"2018.0"	"1.0"	"17.0"	"317.0"	"0.0"	"36.0"	"54.0"	"2011.0"	"0.4722222222222222"	"inf"	"0.32075471698113206"	"1.0"	"36754"	"1"	"0"	"0"
"255"	"Fact Checking"	"2021.0"	"1.0"	"12.0"	"320.0"	"0.0"	"0.0"	"13.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"37713"	"0"	"0"	"0"
"256"	"Fact Verification"	"2018.0"	"1.0"	"0.0"	"321.0"	"0.0"	"2.0"	"3.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"1"	"0"
"257"	"Fact Verification"	"2020.0"	"1.0"	"0.0"	"322.0"	"0.0"	"11.0"	"12.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"0"	"1"	"0"
"258"	"Fake News Detection"	"2017.0"	"1.0"	"0.0"	"323.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"1"	"0"
"259"	"Fake News Detection"	"2019.0"	"1.0"	"0.0"	"324.0"	"0.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"260"	"Few-Shot Image Classification"	"2016.0"	"1.0"	"1.0"	"325.0"	"0.0"	"3.0"	"5.0"	"2014.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"17276"	"1"	"0"	"1"
"261"	"Few-Shot Image Classification"	"2018.0"	"1.0"	"3.0"	"326.0"	"0.0"	"6.0"	"10.0"	"2014.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"36754"	"1"	"0"	"1"
"262"	"Few-Shot Image Classification"	"2019.0"	"1.0"	"3.0"	"327.0"	"0.0"	"13.0"	"17.0"	"2014.0"	"0.23076923076923078"	"inf"	"0.1875"	"1.0"	"49025"	"1"	"0"	"1"
"263"	"Few-Shot Image Classification"	"2021.0"	"1.0"	"4.0"	"328.0"	"0.0"	"6.0"	"11.0"	"2014.0"	"0.6666666666666666"	"inf"	"0.4"	"1.0"	"37713"	"1"	"0"	"1"
