""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"139"	"Facial Landmark Detection"	"2013.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"6822"	"1"	"0"	"0"
"140"	"Facial Landmark Detection"	"2018.0"	"1.0"	"12.0"	"0.0"	"36.0"	"49.0"	"2011.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"36754"	"1"	"0"	"0"
"143"	"Few-Shot Image Classification"	"2016.0"	"1.0"	"1.0"	"0.0"	"3.0"	"5.0"	"2014.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"17276"	"1"	"0"	"1"
"144"	"Few-Shot Image Classification"	"2018.0"	"1.0"	"3.0"	"0.0"	"6.0"	"10.0"	"2014.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"36754"	"1"	"0"	"1"
"145"	"Few-Shot Image Classification"	"2019.0"	"1.0"	"2.0"	"3.0"	"13.0"	"16.0"	"2014.0"	"0.15384615384615385"	"0.3333333333333333"	"0.13333333333333333"	"0.25"	"49025"	"1"	"0"	"1"
"146"	"Few-Shot Image Classification"	"2021.0"	"1.0"	"3.0"	"0.0"	"6.0"	"10.0"	"2014.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"37713"	"1"	"0"	"1"
"147"	"Few-Shot Learning"	"2016.0"	"1.0"	"13.0"	"0.0"	"1.0"	"15.0"	"2013.0"	"13.0"	"inf"	"0.9285714285714286"	"1.0"	"17276"	"1"	"0"	"1"
"148"	"Few-Shot Learning"	"2017.0"	"1.0"	"21.0"	"0.0"	"3.0"	"25.0"	"2013.0"	"7.0"	"inf"	"0.875"	"1.0"	"23430"	"1"	"0"	"1"
"149"	"Few-Shot Learning"	"2019.0"	"1.0"	"187.0"	"7.0"	"9.0"	"197.0"	"2013.0"	"20.77777777777778"	"0.14285714285714285"	"0.9540816326530612"	"0.125"	"49025"	"1"	"0"	"1"
"150"	"Few-Shot Learning"	"2021.0"	"1.0"	"190.0"	"0.0"	"10.0"	"201.0"	"2013.0"	"19.0"	"inf"	"0.95"	"1.0"	"37713"	"1"	"0"	"1"
"152"	"Few-Shot Transfer Learning for Saliency Prediction"	"2020.0"	"1.0"	"0.0"	"0.0"	"9.0"	"10.0"	"2020.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"1"	"0"	"0"
"153"	"Fine-Grained Image Classification"	"2013.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2013.0"	""	"inf"	""	"1.0"	"6822"	"1"	"0"	"1"
"154"	"Fine-Grained Image Classification"	"2016.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"17276"	"1"	"0"	"1"
"155"	"General Reinforcement Learning"	"2016.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	"17276"	"0"	"0"	"0"
"156"	"Grammatical Error Correction"	"2014.0"	"1.0"	"0.0"	"0.0"	"7.0"	"8.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"9766"	"0"	"1"	"0"
"157"	"Grammatical Error Correction"	"2019.0"	"1.0"	"0.0"	"0.0"	"27.0"	"28.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"158"	"Graph Embedding"	"2020.0"	"1.0"	"4.0"	"0.0"	"0.0"	"5.0"	"2008.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"0"	"0"	"1"
"159"	"Graph Representation Learning"	"2020.0"	"1.0"	"2.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"0"	"0"	"1"
"161"	"Hand Gesture Recognition"	"2013.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"6822"	"1"	"0"	"0"
"162"	"Hand Gesture Recognition"	"2016.0"	"1.0"	"7.0"	"0.0"	"3.0"	"11.0"	"2013.0"	"2.3333333333333335"	"inf"	"0.7"	"1.0"	"17276"	"1"	"0"	"0"
"163"	"Hand Pose Estimation"	"2017.0"	"3.0"	"7.0"	"0.0"	"0.0"	"10.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"164"	"Hand Pose Estimation"	"2019.0"	"1.0"	"2.0"	"6.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.16666666666666666"	"1.0"	"0.14285714285714285"	"49025"	"1"	"0"	"0"
"165"	"Hand Pose Estimation"	"2020.0"	"1.0"	"4.0"	"0.0"	"0.0"	"5.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"1"	"0"	"0"
"166"	"Hope Speech Detection"	"2020.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"63637"	"0"	"1"	"0"
"167"	"Human Interaction Recognition"	"2016.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"17276"	"1"	"0"	"0"
"168"	"Human Parsing"	"2017.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"23430"	"1"	"0"	"0"
"169"	"Human action generation"	"2020.0"	"1.0"	"5.0"	"0.0"	"0.0"	"6.0"	"2018.0"	"inf"	"inf"	"1.0"	"1.0"	"63637"	"1"	"0"	"0"
"170"	"Image Captioning"	"2016.0"	"1.0"	"78.0"	"0.0"	"0.0"	"79.0"	"2011.0"	"inf"	"inf"	"1.0"	"1.0"	"17276"	"1"	"0"	"0"
"171"	"Image Captioning"	"2018.0"	"2.0"	"147.0"	"0.0"	"6.0"	"155.0"	"2011.0"	"24.5"	"inf"	"0.9607843137254902"	"1.0"	"36754"	"1"	"0"	"0"
"172"	"Image Captioning"	"2019.0"	"1.0"	"171.0"	"8.0"	"12.0"	"184.0"	"2011.0"	"14.25"	"0.125"	"0.9344262295081968"	"0.1111111111111111"	"49025"	"1"	"0"	"0"
"173"	"Image Classification"	"2009.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2007.0"	""	"inf"	""	"1.0"	"254"	"1"	"0"	"1"
"174"	"Image Classification"	"2011.0"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"359"	"1"	"0"	"1"
"175"	"Image Classification"	"2012.0"	"2.0"	"0.0"	"0.0"	"7.0"	"9.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"4735"	"1"	"0"	"1"
"176"	"Image Classification"	"2013.0"	"2.0"	"3.0"	"0.0"	"27.0"	"32.0"	"2007.0"	"0.1111111111111111"	"inf"	"0.1"	"1.0"	"6822"	"1"	"0"	"1"
"177"	"Image Classification"	"2014.0"	"1.0"	"9.0"	"0.0"	"50.0"	"60.0"	"2007.0"	"0.18"	"inf"	"0.15254237288135594"	"1.0"	"9766"	"1"	"0"	"1"
"178"	"Image Classification"	"2015.0"	"1.0"	"4.0"	"0.0"	"111.0"	"116.0"	"2007.0"	"0.036036036036036036"	"inf"	"0.034782608695652174"	"1.0"	"12115"	"1"	"0"	"1"
"179"	"Image Classification"	"2017.0"	"5.0"	"8.0"	"0.0"	"269.0"	"282.0"	"2007.0"	"0.02973977695167286"	"inf"	"0.02888086642599278"	"1.0"	"23430"	"1"	"0"	"1"
"180"	"Image Classification"	"2018.0"	"3.0"	"12.0"	"0.0"	"453.0"	"468.0"	"2007.0"	"0.026490066225165563"	"inf"	"0.025806451612903226"	"1.0"	"36754"	"1"	"0"	"1"
"181"	"Image Classification"	"2019.0"	"3.0"	"18.0"	"16.0"	"883.0"	"904.0"	"2007.0"	"0.020385050962627407"	"0.1875"	"0.01997780244173141"	"0.15789473684210525"	"49025"	"1"	"0"	"1"
"182"	"Image Classification"	"2021.0"	"1.0"	"15.0"	"0.0"	"797.0"	"813.0"	"2007.0"	"0.018820577164366373"	"inf"	"0.01847290640394089"	"1.0"	"37713"	"1"	"0"	"1"
"183"	"Image Denoising"	"2017.0"	"1.0"	"20.0"	"0.0"	"0.0"	"21.0"	"2008.0"	"inf"	"inf"	"1.0"	"1.0"	"23430"	"1"	"0"	"0"
"184"	"Image Denoising"	"2018.0"	"1.0"	"28.0"	"0.0"	"0.0"	"29.0"	"2008.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"1"	"0"	"0"
"185"	"Image Generation"	"2017.0"	"1.0"	"132.0"	"0.0"	"1.0"	"134.0"	"2013.0"	"132.0"	"inf"	"0.9924812030075187"	"1.0"	"23430"	"1"	"1"	"0"
"186"	"Image Generation"	"2019.0"	"1.0"	"506.0"	"30.0"	"15.0"	"522.0"	"2013.0"	"33.733333333333334"	"0.03333333333333333"	"0.9712092130518234"	"0.03225806451612903"	"49025"	"1"	"1"	"0"
"187"	"Image Generation"	"2020.0"	"2.0"	"621.0"	"2.0"	"45.0"	"668.0"	"2013.0"	"13.8"	"1.0"	"0.9324324324324325"	"0.5"	"63637"	"1"	"1"	"0"
"188"	"Image Matting"	"2017.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	"23430"	"1"	"0"	"0"
"189"	"Image Recognition"	"2011.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2011.0"	""	"inf"	""	"1.0"	"359"	"1"	"0"	"0"
"190"	"Image Retrieval"	"2009.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	"254"	"1"	"0"	"0"
"191"	"Image Retrieval"	"2016.0"	"3.0"	"15.0"	"0.0"	"10.0"	"28.0"	"2008.0"	"1.5"	"inf"	"0.6"	"1.0"	"17276"	"1"	"0"	"0"
"192"	"Image Retrieval"	"2017.0"	"1.0"	"16.0"	"0.0"	"12.0"	"29.0"	"2008.0"	"1.3333333333333333"	"inf"	"0.5714285714285714"	"1.0"	"23430"	"1"	"0"	"0"
"193"	"Image Retrieval"	"2018.0"	"1.0"	"35.0"	"0.0"	"14.0"	"50.0"	"2008.0"	"2.5"	"inf"	"0.7142857142857143"	"1.0"	"36754"	"1"	"0"	"0"
"194"	"Image Super-Resolution"	"2010.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	"353"	"1"	"0"	"0"
"195"	"Image Super-Resolution"	"2015.0"	"1.0"	"15.0"	"0.0"	"6.0"	"22.0"	"2010.0"	"2.5"	"inf"	"0.7142857142857143"	"1.0"	"12115"	"1"	"0"	"0"
"196"	"Image Super-Resolution"	"2016.0"	"1.0"	"34.0"	"0.0"	"13.0"	"48.0"	"2010.0"	"2.6153846153846154"	"inf"	"0.723404255319149"	"1.0"	"17276"	"1"	"0"	"0"
"197"	"Image Super-Resolution"	"2017.0"	"1.0"	"38.0"	"0.0"	"22.0"	"61.0"	"2010.0"	"1.7272727272727273"	"inf"	"0.6333333333333333"	"1.0"	"23430"	"1"	"0"	"0"
"198"	"Image Super-Resolution"	"2018.0"	"1.0"	"68.0"	"0.0"	"49.0"	"118.0"	"2010.0"	"1.3877551020408163"	"inf"	"0.5811965811965812"	"1.0"	"36754"	"1"	"0"	"0"
"199"	"Image Super-Resolution"	"2020.0"	"1.0"	"77.0"	"12.0"	"64.0"	"142.0"	"2010.0"	"1.203125"	"0.08333333333333333"	"0.5460992907801419"	"0.07692307692307693"	"63637"	"1"	"0"	"0"
"200"	"Image-based Automatic Meter Reading"	"2019.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"49025"	"1"	"0"	"0"
"201"	"Image-to-Image Translation"	"2019.0"	"2.0"	"141.0"	"0.0"	"0.0"	"143.0"	"2015.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"202"	"Imitation Learning"	"2017.0"	"3.0"	"0.0"	"0.0"	"1.0"	"4.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"0"	"1"
"203"	"Imitation Learning"	"2019.0"	"2.0"	"2.0"	"0.0"	"9.0"	"13.0"	"2008.0"	"0.2222222222222222"	"inf"	"0.18181818181818182"	"1.0"	"49025"	"0"	"0"	"1"
"204"	"Information Retrieval"	"2013.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"6822"	"0"	"1"	"0"
"205"	"Information Retrieval"	"2014.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"9766"	"0"	"1"	"0"
"206"	"Information Retrieval"	"2019.0"	"1.0"	"4.0"	"0.0"	"1.0"	"6.0"	"2007.0"	"4.0"	"inf"	"0.8"	"1.0"	"49025"	"0"	"1"	"0"
"207"	"Information Retrieval"	"2020.0"	"1.0"	"10.0"	"9.0"	"14.0"	"25.0"	"2007.0"	"0.7142857142857143"	"0.1111111111111111"	"0.4166666666666667"	"0.1"	"63637"	"0"	"1"	"0"
"208"	"Information Retrieval"	"2021.0"	"1.0"	"2.0"	"0.0"	"11.0"	"14.0"	"2007.0"	"0.18181818181818182"	"inf"	"0.15384615384615385"	"1.0"	"37713"	"0"	"1"	"0"
"209"	"Instance Segmentation"	"2012.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"4735"	"1"	"0"	"0"
"210"	"Instance Segmentation"	"2014.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	"9766"	"1"	"0"	"0"
"211"	"Instance Segmentation"	"2019.0"	"2.0"	"35.0"	"0.0"	"100.0"	"137.0"	"2012.0"	"0.35"	"inf"	"0.25925925925925924"	"1.0"	"49025"	"1"	"0"	"0"
"212"	"Instance Segmentation"	"2020.0"	"3.0"	"54.0"	"10.0"	"154.0"	"211.0"	"2012.0"	"0.35064935064935066"	"0.3"	"0.25961538461538464"	"0.23076923076923078"	"63637"	"1"	"0"	"0"
"213"	"Keyword Spotting"	"2018.0"	"1.0"	"0.0"	"0.0"	"5.0"	"6.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"0"	"0"
"214"	"Knowledge Graph Embedding"	"2020.0"	"1.0"	"19.0"	"6.0"	"0.0"	"20.0"	"2014.0"	"inf"	"0.16666666666666666"	"1.0"	"0.14285714285714285"	"63637"	"0"	"0"	"0"
"215"	"Knowledge Graphs"	"2018.0"	"1.0"	"20.0"	"0.0"	"0.0"	"21.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	"36754"	"0"	"0"	"0"
"216"	"Knowledge Graphs"	"2021.0"	"1.0"	"41.0"	"0.0"	"9.0"	"51.0"	"2013.0"	"4.555555555555555"	"inf"	"0.82"	"1.0"	"37713"	"0"	"0"	"0"
"217"	"Language Identification"	"2019.0"	"2.0"	"0.0"	"0.0"	"4.0"	"6.0"	"2001.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"218"	"Language Modelling"	"2012.0"	"1.0"	"7.0"	"0.0"	"0.0"	"8.0"	"2001.0"	"inf"	"inf"	"1.0"	"1.0"	"4735"	"0"	"1"	"0"
"219"	"Language Modelling"	"2016.0"	"2.0"	"31.0"	"0.0"	"13.0"	"46.0"	"2001.0"	"2.3846153846153846"	"inf"	"0.7045454545454546"	"1.0"	"17276"	"0"	"1"	"0"
"220"	"Language Modelling"	"2018.0"	"1.0"	"68.0"	"0.0"	"47.0"	"116.0"	"2001.0"	"1.446808510638298"	"inf"	"0.591304347826087"	"1.0"	"36754"	"0"	"1"	"0"
"221"	"Language Modelling"	"2019.0"	"3.0"	"92.0"	"0.0"	"96.0"	"191.0"	"2001.0"	"0.9583333333333334"	"inf"	"0.48936170212765956"	"1.0"	"49025"	"0"	"1"	"0"
"222"	"Language Modelling"	"2020.0"	"3.0"	"120.0"	"36.0"	"69.0"	"192.0"	"2001.0"	"1.7391304347826086"	"0.08333333333333333"	"0.6349206349206349"	"0.07692307692307693"	"63637"	"0"	"1"	"0"
"223"	"Link Prediction"	"2013.0"	"2.0"	"1.0"	"0.0"	"2.0"	"5.0"	"2007.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"6822"	"0"	"0"	"0"
"224"	"Link Prediction"	"2016.0"	"1.0"	"3.0"	"0.0"	"15.0"	"19.0"	"2007.0"	"0.2"	"inf"	"0.16666666666666666"	"1.0"	"17276"	"0"	"0"	"0"
"225"	"Link Prediction"	"2017.0"	"1.0"	"15.0"	"0.0"	"33.0"	"49.0"	"2007.0"	"0.45454545454545453"	"inf"	"0.3125"	"1.0"	"23430"	"0"	"0"	"0"
"226"	"Link Prediction"	"2018.0"	"2.0"	"25.0"	"0.0"	"43.0"	"70.0"	"2007.0"	"0.5813953488372093"	"inf"	"0.36764705882352944"	"1.0"	"36754"	"0"	"0"	"0"
"227"	"Link Prediction"	"2019.0"	"1.0"	"34.0"	"0.0"	"127.0"	"162.0"	"2007.0"	"0.2677165354330709"	"inf"	"0.2111801242236025"	"1.0"	"49025"	"0"	"0"	"0"
"228"	"Link Prediction"	"2020.0"	"1.0"	"35.0"	"11.0"	"116.0"	"152.0"	"2007.0"	"0.3017241379310345"	"0.09090909090909091"	"0.23178807947019867"	"0.08333333333333333"	"63637"	"0"	"0"	"0"
"229"	"Link Prediction"	"2021.0"	"1.0"	"28.0"	"0.0"	"51.0"	"80.0"	"2007.0"	"0.5490196078431373"	"inf"	"0.35443037974683544"	"1.0"	"37713"	"0"	"0"	"0"
"230"	"Lip Reading"	"2019.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"49025"	"0"	"0"	"0"
"231"	"Long-tail Learning"	"2019.0"	"1.0"	"28.0"	"0.0"	"0.0"	"29.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"0"	"0"	"1"
"232"	"Machine Translation"	"2014.0"	"1.0"	"0.0"	"0.0"	"7.0"	"8.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"9766"	"0"	"1"	"0"
"233"	"Machine Translation"	"2015.0"	"1.0"	"0.0"	"0.0"	"5.0"	"6.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"12115"	"0"	"1"	"0"
"234"	"Machine Translation"	"2016.0"	"2.0"	"0.0"	"0.0"	"18.0"	"20.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"0"	"1"	"0"
"235"	"Machine Translation"	"2018.0"	"3.0"	"0.0"	"0.0"	"38.0"	"41.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"1"	"0"
"236"	"Machine Translation"	"2019.0"	"2.0"	"0.0"	"0.0"	"80.0"	"82.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"237"	"Machine Translation"	"2020.0"	"2.0"	"1.0"	"1.0"	"56.0"	"59.0"	"2007.0"	"0.017857142857142856"	"2.0"	"0.017543859649122806"	"0.6666666666666666"	"63637"	"0"	"1"	"0"
"238"	"Mathematical Question Answering"	"2019.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"49025"	"0"	"1"	"0"
"239"	"Medical Image Segmentation"	"2018.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"1"	"0"	"0"
"240"	"Medical Image Segmentation"	"2019.0"	"2.0"	"4.0"	"0.0"	"5.0"	"11.0"	"2014.0"	"0.8"	"inf"	"0.4444444444444444"	"1.0"	"49025"	"1"	"0"	"0"
"241"	"Medical Image Segmentation"	"2020.0"	"1.0"	"6.0"	"2.0"	"10.0"	"17.0"	"2014.0"	"0.6"	"0.5"	"0.375"	"0.3333333333333333"	"63637"	"1"	"0"	"0"
"242"	"Medical Image Segmentation"	"2021.0"	"1.0"	"4.0"	"0.0"	"15.0"	"20.0"	"2014.0"	"0.26666666666666666"	"inf"	"0.21052631578947367"	"1.0"	"37713"	"1"	"0"	"0"
"243"	"Meta-Learning"	"2019.0"	"1.0"	"1.0"	"0.0"	"7.0"	"9.0"	"2011.0"	"0.14285714285714285"	"inf"	"0.125"	"1.0"	"49025"	"0"	"0"	"1"
"244"	"Meter Reading"	"2019.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	"49025"	"1"	"0"	"0"
"245"	"Motion Capture"	"2016.0"	"1.0"	"0.0"	"0.0"	"1.0"	"2.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"1"	"0"	"0"
"246"	"Motion Capture"	"2017.0"	"2.0"	"0.0"	"0.0"	"1.0"	"3.0"	"2008.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"1"	"0"	"0"
"247"	"Motion Forecasting"	"2019.0"	"1.0"	"2.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"248"	"Multi-Object Tracking"	"2016.0"	"2.0"	"12.0"	"0.0"	"0.0"	"14.0"	"2011.0"	"inf"	"inf"	"1.0"	"1.0"	"17276"	"1"	"0"	"0"
"249"	"Multi-Object Tracking"	"2020.0"	"1.0"	"73.0"	"3.0"	"1.0"	"75.0"	"2011.0"	"73.0"	"0.3333333333333333"	"0.9864864864864865"	"0.25"	"63637"	"1"	"0"	"0"
"250"	"Multimodal Machine Translation"	"2016.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	"17276"	"1"	"1"	"0"
"251"	"Multimodal Machine Translation"	"2018.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2016.0"	""	"inf"	""	"1.0"	"36754"	"1"	"1"	"0"
"252"	"Music Generation"	"2012.0"	"2.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	""	"inf"	""	"1.0"	"4735"	"0"	"0"	"0"
"253"	"Music Generation"	"2017.0"	"1.0"	"0.0"	"0.0"	"3.0"	"4.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"0"	"0"
"254"	"Music Generation"	"2018.0"	"1.0"	"0.0"	"0.0"	"3.0"	"4.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"36754"	"0"	"0"	"0"
"255"	"Named Entity Recognition"	"2003.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2003.0"	""	"inf"	""	"1.0"	"11"	"0"	"1"	"0"
"256"	"Named Entity Recognition"	"2015.0"	"2.0"	"0.0"	"0.0"	"8.0"	"10.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"12115"	"0"	"1"	"0"
"257"	"Named Entity Recognition"	"2016.0"	"1.0"	"0.0"	"0.0"	"19.0"	"20.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"17276"	"0"	"1"	"0"
"258"	"Named Entity Recognition"	"2017.0"	"1.0"	"0.0"	"0.0"	"23.0"	"24.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"1"	"0"
"259"	"Named Entity Recognition"	"2018.0"	"1.0"	"1.0"	"0.0"	"46.0"	"48.0"	"2003.0"	"0.021739130434782608"	"inf"	"0.02127659574468085"	"1.0"	"36754"	"0"	"1"	"0"
"260"	"Named Entity Recognition"	"2019.0"	"1.0"	"0.0"	"0.0"	"78.0"	"79.0"	"2003.0"	"0.0"	"inf"	"0.0"	"1.0"	"49025"	"0"	"1"	"0"
"261"	"Named Entity Recognition"	"2020.0"	"2.0"	"7.0"	"2.0"	"71.0"	"80.0"	"2003.0"	"0.09859154929577464"	"1.0"	"0.08974358974358974"	"0.5"	"63637"	"0"	"1"	"0"
"262"	"Natural Language Inference"	"2014.0"	"1.0"	"0.0"	"0.0"	"4.0"	"5.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"9766"	"0"	"1"	"0"
"263"	"Natural Language Inference"	"2015.0"	"1.0"	"0.0"	"0.0"	"10.0"	"11.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"12115"	"0"	"1"	"0"
"264"	"Natural Language Inference"	"2018.0"	"2.0"	"2.0"	"0.0"	"152.0"	"156.0"	"2009.0"	"0.013157894736842105"	"inf"	"0.012987012987012988"	"1.0"	"36754"	"0"	"1"	"0"
"265"	"Natural Language Inference"	"2019.0"	"2.0"	"1.0"	"0.0"	"187.0"	"190.0"	"2009.0"	"0.0053475935828877"	"inf"	"0.005319148936170213"	"1.0"	"49025"	"0"	"1"	"0"
"266"	"Natural Language Inference"	"2020.0"	"8.0"	"6.0"	"2.0"	"176.0"	"190.0"	"2009.0"	"0.03409090909090909"	"4.0"	"0.03296703296703297"	"0.8"	"63637"	"0"	"1"	"0"
"267"	"Node Classification"	"1998.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1998.0"	""	"inf"	""	"1.0"	"5"	"0"	"0"	"0"
"268"	"Node Classification"	"2000.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1998.0"	""	"inf"	""	"1.0"	"2"	"0"	"0"	"0"
"269"	"Node Classification"	"2008.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1998.0"	""	"inf"	""	"1.0"	"202"	"0"	"0"	"0"
"270"	"Node Classification"	"2017.0"	"2.0"	"0.0"	"0.0"	"22.0"	"24.0"	"1998.0"	"0.0"	"inf"	"0.0"	"1.0"	"23430"	"0"	"0"	"0"
"271"	"Node Classification"	"2020.0"	"3.0"	"0.0"	"0.0"	"176.0"	"179.0"	"1998.0"	"0.0"	"inf"	"0.0"	"1.0"	"63637"	"0"	"0"	"0"
"272"	"Node Classification"	"2021.0"	"1.0"	"0.0"	"0.0"	"87.0"	"88.0"	"1998.0"	"0.0"	"inf"	"0.0"	"1.0"	"37713"	"0"	"0"	"0"
"273"	"Object Detection"	"2008.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"202"	"1"	"0"	"0"
"274"	"Object Detection"	"2012.0"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	"4735"	"1"	"0"	"0"
"275"	"Object Detection"	"2014.0"	"2.0"	"4.0"	"0.0"	"9.0"	"15.0"	"2007.0"	"0.4444444444444444"	"inf"	"0.3076923076923077"	"1.0"	"9766"	"1"	"0"	"0"
"276"	"Object Detection"	"2016.0"	"1.0"	"68.0"	"0.0"	"28.0"	"97.0"	"2007.0"	"2.4285714285714284"	"inf"	"0.7083333333333334"	"1.0"	"17276"	"1"	"0"	"0"
"277"	"Object Detection"	"2018.0"	"6.0"	"299.0"	"0.0"	"97.0"	"402.0"	"2007.0"	"3.082474226804124"	"inf"	"0.7550505050505051"	"1.0"	"36754"	"1"	"0"	"0"
"278"	"Object Detection"	"2019.0"	"3.0"	"585.0"	"0.0"	"162.0"	"750.0"	"2007.0"	"3.611111111111111"	"inf"	"0.7831325301204819"	"1.0"	"49025"	"1"	"0"	"0"
"279"	"Object Detection"	"2020.0"	"2.0"	"795.0"	"29.0"	"233.0"	"1030.0"	"2007.0"	"3.412017167381974"	"0.06896551724137931"	"0.7733463035019456"	"0.06451612903225806"	"63637"	"1"	"0"	"0"
