""	"task"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_imports"	"num_papers_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"CV"	"NLP"	"Methodology"
"600"	"Weakly Supervised Object Detection"	"1.0"	"116.0"	"4.0"	"0.0"	"117.0"	"2014.0"	"inf"	"0.25"	"1.0"	"0.2"	"1"	"0"	"0"
"601"	"Weather Forecasting"	"1.0"	"0.0"	"0.0"	"2.0"	"3.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"0"	"0"
"602"	"Webcam (RGB) image classification"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"603"	"Word Alignment"	"1.0"	"0.0"	"0.0"	"8.0"	"9.0"	"2007.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"604"	"Word Embeddings"	"10.0"	"47.0"	"10.0"	"98.0"	"155.0"	"2011.0"	"0.47959183673469385"	"1.0"	"0.32413793103448274"	"0.5"	"0"	"0"	"1"
"605"	"Word Sense Disambiguation"	"5.0"	"9.0"	"1.0"	"48.0"	"62.0"	"2012.0"	"0.1875"	"5.0"	"0.15789473684210525"	"0.8333333333333334"	"0"	"1"	"0"
"606"	"Word Sense Induction"	"2.0"	"0.0"	"0.0"	"1.0"	"3.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0"	"1"	"0"
"607"	"Zero-Shot Cross-Lingual Transfer"	"3.0"	"29.0"	"5.0"	"0.0"	"32.0"	"2018.0"	"inf"	"0.6"	"1.0"	"0.375"	"0"	"1"	"0"
"608"	"Zero-Shot Learning"	"5.0"	"525.0"	"3.0"	"150.0"	"680.0"	"2009.0"	"3.5"	"1.6666666666666667"	"0.7777777777777778"	"0.625"	"1"	"0"	"1"
"609"	"dialogue summary"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	"0"	"0"	"0"
"610"	"eXtreme-Video-Frame-Interpolation"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"611"	"indoor scene understanding"	"1.0"	"18.0"	"4.0"	"0.0"	"19.0"	"2012.0"	"inf"	"0.25"	"1.0"	"0.2"	"1"	"0"	"0"
"612"	"motion prediction"	"1.0"	"2.0"	"2.0"	"0.0"	"3.0"	"2014.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	"1"	"0"	"0"
"613"	"whole slide images"	"1.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	"1"	"0"	"0"
"614"	"3D FACE MODELING"	"0.0"	"26.0"	"6.0"	"0.0"	"26.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"615"	"3D Face Alignment"	"0.0"	"18.0"	"1.0"	"0.0"	"18.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"616"	"3D Face Animation"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"0"
"617"	"3D Feature Matching"	"0.0"	"10.0"	"2.0"	"0.0"	"10.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"618"	"3D Geometry Perception"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"619"	"3D Instance Segmentation"	"0.0"	"59.0"	"2.0"	"0.0"	"59.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"620"	"3D Medical Imaging Segmentation"	"0.0"	"5.0"	"2.0"	"0.0"	"5.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"621"	"3D Multi-Object Tracking"	"0.0"	"87.0"	"4.0"	"0.0"	"87.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"622"	"3D Multi-Person Pose Estimation"	"0.0"	"13.0"	"2.0"	"0.0"	"13.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"623"	"3D Object Detection From Monocular Images"	"0.0"	"25.0"	"3.0"	"0.0"	"25.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"624"	"3D Object Detection From Stereo Images"	"0.0"	"20.0"	"1.0"	"0.0"	"20.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"625"	"3D Object Recognition"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"626"	"3D Object Retrieval"	"0.0"	"12.0"	"1.0"	"0.0"	"12.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"627"	"3D Part Segmentation"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"628"	"3D Plane Detection"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"629"	"3D Semantic Instance Segmentation"	"0.0"	"24.0"	"1.0"	"0.0"	"24.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"630"	"3D Shape Classification"	"0.0"	"70.0"	"3.0"	"0.0"	"70.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"631"	"3D Shape Generation"	"0.0"	"11.0"	"3.0"	"0.0"	"11.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"632"	"3D Shape Recognition"	"0.0"	"28.0"	"1.0"	"0.0"	"28.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"633"	"3D Shape Reconstruction From A Single 2D Image"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"634"	"3D Surface Generation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"635"	"3D Volumetric Reconstruction"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"636"	"AMR Parsing"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"637"	"Abusive Language"	"0.0"	"8.0"	"2.0"	"0.0"	"8.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"638"	"Action Recognition In Still Images"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"639"	"Action Recognition In Videos"	"0.0"	"41.0"	"2.0"	"0.0"	"41.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"640"	"Action Understanding"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"641"	"Action Unit Detection"	"0.0"	"33.0"	"7.0"	"0.0"	"33.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"642"	"Active Object Detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"1"
"643"	"Activeness Detection"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"644"	"Adversarial Attack"	"0.0"	"255.0"	"4.0"	"0.0"	"255.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"645"	"Adversarial Attack Detection"	"0.0"	"18.0"	"1.0"	"0.0"	"18.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"646"	"Adversarial Defense"	"0.0"	"338.0"	"5.0"	"0.0"	"338.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"647"	"Age-Invariant Face Recognition"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"648"	"Annotated Code Search"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"649"	"Argument Mining"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"650"	"Arousal Estimation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"651"	"Arrhythmia Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2005.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"652"	"Aspect-oriented  Opinion Extraction"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"653"	"Audio Generation"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"654"	"Audio-Visual Active Speaker Detection"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"655"	"Audio-Visual Video Captioning"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"656"	"Automated Feature Engineering"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"657"	"Auxiliary Learning"	"0.0"	"5.0"	"2.0"	"0.0"	"5.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"658"	"Bayesian Inference"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2003.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"659"	"Binarization"	"0.0"	"75.0"	"1.0"	"0.0"	"75.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"660"	"Bird's-Eye View Semantic Segmentation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"661"	"Birds Eye View Object Detection"	"0.0"	"16.0"	"1.0"	"0.0"	"16.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"662"	"Blind Face Restoration"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"663"	"Brain Tumor Segmentation"	"0.0"	"14.0"	"4.0"	"0.0"	"14.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"664"	"Camera Localization"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"665"	"Camera Relocalization"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"666"	"Car Racing"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"667"	"Cell Segmentation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"668"	"Chinese Sentence Pair Classification"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"669"	"Chunking"	"0.0"	"52.0"	"2.0"	"0.0"	"52.0"	"1998.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"670"	"Classification with Binary Neural Network"	"0.0"	"24.0"	"3.0"	"0.0"	"24.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"671"	"Classification with Binary Weight Network"	"0.0"	"12.0"	"4.0"	"0.0"	"12.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"672"	"Classify 3D Point Clouds"	"0.0"	"8.0"	"1.0"	"0.0"	"8.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"673"	"Click-Through Rate Prediction"	"0.0"	"15.0"	"1.0"	"0.0"	"15.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"674"	"Cloze (multi-choices) (Few-Shot)"	"0.0"	"5.0"	"3.0"	"0.0"	"5.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"675"	"Cloze (multi-choices) (One-Shot)"	"0.0"	"5.0"	"3.0"	"0.0"	"5.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"676"	"Cloze (multi-choices) (Zero-Shot)"	"0.0"	"5.0"	"3.0"	"0.0"	"5.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"677"	"Clustering Algorithms Evaluation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"678"	"Clustering Ensemble"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"679"	"Code Documentation Generation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"680"	"Color Image Compression Artifact Reduction"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"681"	"Color Image Denoising"	"0.0"	"26.0"	"3.0"	"0.0"	"26.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"682"	"Colorectal Gland Segmentation:"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"683"	"Common Sense Reasoning (Few-Shot)"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"684"	"Common Sense Reasoning (One-Shot)"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"685"	"Common Sense Reasoning (Zero-Shot)"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"686"	"Community Detection"	"0.0"	"7.0"	"1.0"	"0.0"	"7.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"687"	"Compressive Sensing"	"0.0"	"17.0"	"2.0"	"0.0"	"17.0"	"2008.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"688"	"Conditional Image Generation"	"0.0"	"298.0"	"20.0"	"0.0"	"298.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"689"	"Constituency Grammar Induction"	"0.0"	"8.0"	"1.0"	"0.0"	"8.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"690"	"Constituency Parsing"	"0.0"	"55.0"	"1.0"	"0.0"	"55.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"691"	"Content-Based Image Retrieval"	"0.0"	"16.0"	"3.0"	"0.0"	"16.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"692"	"Continual Learning"	"0.0"	"639.0"	"7.0"	"0.0"	"639.0"	"1994.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"693"	"Continuously Indexed Domain Adaptation"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"694"	"Core set discovery"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"695"	"Cross-Document Language Modeling"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"696"	"Cross-Domain Few-Shot"	"0.0"	"51.0"	"7.0"	"0.0"	"51.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"697"	"Cross-Lingual ASR"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"698"	"Cross-Lingual NER"	"0.0"	"13.0"	"5.0"	"0.0"	"13.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"699"	"Cross-Lingual Paraphrase Identification"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"700"	"Cross-Lingual Semantic Textual Similarity"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"701"	"Cross-Lingual Sentiment Classification"	"0.0"	"3.0"	"2.0"	"0.0"	"3.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"702"	"Cross-Modal Information Retrieval"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"703"	"Cross-Modal Retrieval"	"0.0"	"171.0"	"3.0"	"0.0"	"171.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"704"	"Cross-View Image-to-Image Translation"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"705"	"Cross-device ASR"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"706"	"Cross-environment ASR"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"707"	"Curriculum Learning"	"0.0"	"2.0"	"2.0"	"0.0"	"2.0"	"2011.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"708"	"Deception Detection In Videos"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"709"	"Defocus Estimation"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"710"	"Demosaicking"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"711"	"Dense Pixel Correspondence Estimation"	"0.0"	"24.0"	"1.0"	"0.0"	"24.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"712"	"Dependency Grammar Induction"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"713"	"Dependency Parsing"	"0.0"	"148.0"	"1.0"	"0.0"	"148.0"	"2004.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"714"	"Depth And Camera Motion"	"0.0"	"81.0"	"4.0"	"0.0"	"81.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"715"	"Depth Image Upsampling"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"716"	"Depth Map Super-Resolution"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"717"	"Dialog Learning"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"718"	"Dialogue Act Classification"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"719"	"Dialogue Management"	"0.0"	"6.0"	"4.0"	"0.0"	"6.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"720"	"Dictionary Learning"	"0.0"	"61.0"	"3.0"	"0.0"	"61.0"	"2007.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"721"	"Direct Transfer Person Re-identification"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"722"	"Disaster Response"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"723"	"Distractor Generation"	"0.0"	"7.0"	"2.0"	"0.0"	"7.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"724"	"Distributed Optimization"	"0.0"	"72.0"	"5.0"	"0.0"	"72.0"	"2010.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"725"	"Document Ranking"	"0.0"	"5.0"	"2.0"	"0.0"	"5.0"	"2009.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"726"	"Document Text Classification"	"0.0"	"4.0"	"2.0"	"0.0"	"4.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"0"
"727"	"Domain 1-1"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"728"	"Domain 11-1"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"729"	"Domain 11-5"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"730"	"Dota 2"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"731"	"Driver Attention Monitoring"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"732"	"Edge Detection"	"0.0"	"86.0"	"2.0"	"0.0"	"86.0"	"2003.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"733"	"Egocentric Activity Recognition"	"0.0"	"11.0"	"6.0"	"0.0"	"11.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"734"	"End-To-End Dialogue Modelling"	"0.0"	"5.0"	"1.0"	"0.0"	"5.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"735"	"Entity Cross-Document Coreference Resolution"	"0.0"	"6.0"	"1.0"	"0.0"	"6.0"	"2019.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"736"	"Entity Extraction using GAN"	"0.0"	"4.0"	"1.0"	"0.0"	"4.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"737"	"Event Cross-Document Coreference Resolution"	"0.0"	"12.0"	"1.0"	"0.0"	"12.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"738"	"Event Segmentation"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"0"
"739"	"Extractive Text Summarization"	"0.0"	"11.0"	"5.0"	"0.0"	"11.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"1"	"0"
"740"	"Extreme Multi-Label Classification"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"741"	"Face Clustering"	"0.0"	"13.0"	"3.0"	"0.0"	"13.0"	"2012.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"742"	"Face Hallucination"	"0.0"	"84.0"	"13.0"	"0.0"	"84.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"743"	"Face Image Retrieval"	"0.0"	"14.0"	"5.0"	"0.0"	"14.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"744"	"Face Quality Assessement"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"745"	"Face Reenactment"	"0.0"	"13.0"	"2.0"	"0.0"	"13.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"746"	"Facial Action Unit Detection"	"0.0"	"34.0"	"11.0"	"0.0"	"34.0"	"2013.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"747"	"Facial Beauty Prediction"	"0.0"	"2.0"	"1.0"	"0.0"	"2.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"748"	"Facial Inpainting"	"0.0"	"74.0"	"12.0"	"0.0"	"74.0"	"2016.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"749"	"Factual Visual Question Answering"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2018.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"1"	"0"
"750"	"Few-Shot Video Object Detection"	"0.0"	"3.0"	"1.0"	"0.0"	"3.0"	"2021.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"1"
"751"	"Few-shot Regression"	"0.0"	"42.0"	"3.0"	"0.0"	"42.0"	"2017.0"	"inf"	"0.0"	"1.0"	"0.0"	"0"	"0"	"1"
"752"	"Fine-Grained Action Detection"	"0.0"	"1.0"	"1.0"	"0.0"	"1.0"	"2014.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"753"	"Fine-Grained Image Inpainting"	"0.0"	"4.0"	"3.0"	"0.0"	"4.0"	"2020.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
"754"	"Fine-Grained Image Recognition"	"0.0"	"19.0"	"2.0"	"0.0"	"19.0"	"2015.0"	"inf"	"0.0"	"1.0"	"0.0"	"1"	"0"	"0"
