""	"task"	"gini"	"pielou"	"simpson"	"task_size"	"CV"	"NLP"	"Methodology"
"991"	"Retinal Vessel Segmentation"	"0.7394495412844038"	"0.6392042158613714"	"0.32289713276260357"	"109"	"1"	"0"	"0"
"992"	"Review Generation"	""	""	"1.0"	"1"	"0"	"1"	"0"
"993"	"Rgb-T Tracking"	""	""	"1.0"	"2"	"1"	"0"	"0"
"994"	"Rice Grain Disease Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"995"	"Road Damage Detection"	""	""	"1.0"	"2"	"1"	"0"	"0"
"996"	"Robot Navigation"	"0.26666666666666666"	"0.9426807148172599"	"0.7936507936507935"	"10"	"1"	"0"	"0"
"997"	"Robot Task Planning"	""	""	"1.0"	"1"	"0"	"0"	"0"
"998"	"Robotic Grasping"	"0.38888888888888884"	"0.8730017623570719"	"0.6050420168067226"	"12"	"0"	"0"	"0"
"999"	"Robust Face Alignment"	"0.3"	"0.9444088613758655"	"0.8099173553719009"	"42"	"1"	"0"	"0"
"1000"	"Robust Face Recognition"	"0.562962962962963"	"0.8451559728079859"	"0.40343982256118915"	"144"	"1"	"0"	"0"
"1001"	"Robust Object Detection"	"0.5058275058275059"	"0.8173221227370414"	"0.3989010989010991"	"33"	"1"	"0"	"0"
"1002"	"Robust Speech Recognition"	"0.375"	"0.8613531161467861"	"0.64"	"8"	"0"	"0"	"0"
"1003"	"Robust classification"	"0.47826086956521735"	"0.762686924608583"	"0.7197278911564626"	"23"	"0"	"0"	"0"
"1004"	"Room Layout Estimation"	"0.6666666666666666"	"0.6500224216483541"	"0.6923076923076922"	"6"	"0"	"0"	"0"
"1005"	"Root Joint Localization"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1006"	"Rotated MNIST"	"0.6"	"0.7219280948873623"	"0.7352941176470587"	"5"	"1"	"0"	"0"
"1007"	"SNES Games"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1008"	"SQL Parsing"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1009"	"SQL-to-Text"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1010"	"SSIM"	"0.4"	"0.8649735207179273"	"0.7575757575757577"	"5"	"0"	"0"	"0"
"1011"	"Saliency Detection"	"0.5156518747850017"	"0.8192486624240903"	"0.5883324874527716"	"323"	"1"	"0"	"0"
"1012"	"Saliency Prediction"	"0.47341772151898737"	"0.863025183132472"	"0.5810175487594843"	"158"	"1"	"0"	"0"
"1013"	"Salient Object Detection"	"0.6430205949656751"	"0.6954170357590256"	"0.44812624662677464"	"437"	"1"	"0"	"0"
"1014"	"Salt-And-Pepper Noise Removal"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"1015"	"Sar Image Despeckling"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1016"	"Sarcasm Detection"	"0.6"	"0.7093355042598105"	"0.409090909090909"	"18"	"0"	"1"	"0"
"1017"	"Satellite Image Classification"	"0.1"	"0.9848586617875463"	"0.9259259259259258"	"10"	"1"	"0"	"1"
"1018"	"Satire Detection"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"1019"	"Scale Generalisation"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"1"
"1020"	"Scanpath prediction"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1021"	"Scene Change Detection"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1022"	"Scene Classification"	"0.39120370370370366"	"0.9212304533731709"	"0.6519524617996604"	"48"	"1"	"0"	"0"
"1023"	"Scene Flow Estimation"	"0.04"	"0.9988455359952018"	"0.998402555910543"	"50"	"1"	"0"	"0"
"1024"	"Scene Generation"	"0.0"	"0.9999999999999999"	"1.0"	"9"	"1"	"0"	"0"
"1025"	"Scene Graph Classification"	""	""	"1.0"	"4"	"0"	"0"	"0"
"1026"	"Scene Graph Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1027"	"Scene Graph Generation"	"0.7606837606837606"	"0.5465306543338084"	"0.452409280190363"	"78"	"1"	"0"	"0"
"1028"	"Scene Labeling"	"0.6210526315789474"	"0.6859729510964621"	"0.3881720430107527"	"19"	"1"	"0"	"0"
"1029"	"Scene Parsing"	"0.8366013071895426"	"0.42016663430761875"	"0.45442897909265617"	"153"	"1"	"0"	"0"
"1030"	"Scene Recognition"	"0.7"	"0.6797867307778018"	"0.3069162649927138"	"74"	"1"	"0"	"0"
"1031"	"Scene Segmentation"	"0.544607843137255"	"0.8543792186907722"	"0.40698851384060203"	"136"	"1"	"0"	"0"
"1032"	"Scene Text"	"0.6967741935483871"	"0.676598027849984"	"0.3007354091691441"	"62"	"1"	"0"	"0"
"1033"	"Scene Text Detection"	"0.5379885814668424"	"0.8231582854417752"	"0.5626175617473851"	"253"	"1"	"0"	"0"
"1034"	"Scene Text Recognition"	"0.7555228276877761"	"0.5903343763977553"	"0.3421952283968578"	"97"	"1"	"0"	"0"
"1035"	"Scene Understanding"	"0.7243883461571713"	"0.6988021999315414"	"0.15732977918474902"	"269"	"1"	"0"	"0"
"1036"	"Scene-Aware Dialogue"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1037"	"Scientific Concept Extraction"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1038"	"Scientific Document Summarization"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"0"	"1"	"0"
"1039"	"Scientific Results Extraction"	"0.0"	"1.0"	"1.0"	"4"	"0"	"1"	"0"
"1040"	"Selection bias"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"1041"	"Self-Driving Cars"	"0.40497076023391826"	"0.9018749629006535"	"0.5017760617760618"	"57"	"1"	"0"	"0"
"1042"	"Self-Supervised Action Recognition"	"0.6776556776556777"	"0.6760827476772145"	"0.42391304347826086"	"78"	"1"	"0"	"0"
"1043"	"Self-Supervised Anomaly Detection"	"0.0"	"1.0"	"1.0"	"4"	"1"	"0"	"1"
"1044"	"Self-Supervised Audio Classification"	""	""	"1.0"	"5"	"0"	"0"	"0"
"1045"	"Self-Supervised Image Classification"	"0.635551948051948"	"0.7591614460645747"	"0.2624597229777796"	"112"	"1"	"0"	"1"
"1046"	"Self-Supervised Learning"	"0.6512820512820513"	"0.6576304075806781"	"0.21492252175758858"	"45"	"1"	"0"	"0"
"1047"	"Self-supervised Video Retrieval"	"0.0"	"1.0"	"1.0"	"12"	"0"	"0"	"0"
"1048"	"Semantic Composition"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1049"	"Semantic Contour Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1050"	"Semantic Dependency Parsing"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"1051"	"Semantic Image Matting"	""	""	"1.0"	"4"	"1"	"0"	"0"
"1052"	"Semantic Parsing"	"0.5807978363759297"	"0.8329388786770582"	"0.3938671209540034"	"204"	"0"	"1"	"0"
"1053"	"Semantic Part Detection"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"1"	"0"	"0"
"1054"	"Semantic Retrieval"	""	""	"1.0"	"2"	"0"	"1"	"0"
"1055"	"Semantic Role Labeling"	"0.7069767441860465"	"0.6400831300410053"	"0.38934512528953463"	"86"	"0"	"1"	"0"
"1056"	"Semantic Role Labeling (predicted predicates)"	""	""	"1.0"	"2"	"0"	"1"	"0"
"1057"	"Semantic Segmentation"	"0.8293615632141026"	"0.6672630853684043"	"0.06892440550549983"	"3661"	"1"	"0"	"0"
"1058"	"Semantic Segmentation Of Orthoimagery"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1059"	"Semantic Similarity"	"0.7647058823529411"	"0.5264143616682583"	"0.4792703150912106"	"17"	"0"	"1"	"0"
"1060"	"Semantic Textual Similarity"	"0.6281481481481482"	"0.770972146671835"	"0.4444961498950769"	"225"	"0"	"1"	"0"
"1061"	"Semantic correspondence"	"0.393939393939394"	"0.8685348937607817"	"0.7682539682539684"	"44"	"1"	"0"	"0"
"1062"	"Semi-Supervised Image Classification"	"0.6972811671087533"	"0.7369465955448862"	"0.26192032933769227"	"208"	"1"	"0"	"1"
"1063"	"Semi-Supervised Instance Segmentation"	""	""	"1.0"	"2"	"1"	"0"	"0"
"1064"	"Semi-Supervised Person Re-Identification"	"0.25"	"0.930628224416578"	"0.7619047619047619"	"8"	"1"	"0"	"0"
"1065"	"Semi-Supervised Semantic Segmentation"	"0.6151315789473685"	"0.7475237726744846"	"0.28603351955307266"	"64"	"1"	"0"	"0"
"1066"	"Semi-Supervised Sketch Based Image Retrieval"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1067"	"Semi-Supervised Text Classification"	"0.5111111111111112"	"0.820111964470926"	"0.6617647058823529"	"15"	"0"	"1"	"0"
"1068"	"Semi-Supervised Video Classification"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1069"	"Semi-Supervised Video Object Segmentation"	"0.4689325544344132"	"0.8392329800026349"	"0.6511500251961703"	"269"	"1"	"0"	"0"
"1070"	"Semi-supervised Anomaly Detection"	"0.0"	"1.0"	"1.0"	"12"	"1"	"0"	"0"
"1071"	"Sensor Fusion"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1072"	"Sentence Classification"	"0.35714285714285715"	"0.9286343980214314"	"0.6976744186046511"	"30"	"0"	"1"	"0"
"1073"	"Sentence Completion"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1074"	"Sentence Compression"	"0.7657657657657658"	"0.5491089419774499"	"0.41484848484848486"	"37"	"0"	"1"	"0"
"1075"	"Sentence Embedding"	"0.125"	"0.979569764547061"	"0.9142857142857144"	"8"	"0"	"1"	"0"
"1076"	"Sentence Embeddings"	"0.48355263157894735"	"0.8378446229489052"	"0.40066592674805773"	"38"	"0"	"1"	"1"
"1077"	"Sentence Embeddings For Biomedical Texts"	""	""	"1.0"	"2"	"0"	"1"	"0"
"1078"	"Sentence Fusion"	"0.4444444444444444"	"0.8527924884900403"	"0.7714285714285714"	"9"	"0"	"0"	"0"
"1079"	"Sentence Pair Modeling"	"0.3655172413793103"	"0.9113809431031847"	"0.5905898876404494"	"29"	"0"	"1"	"0"
"1080"	"Sentence Similarity"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1081"	"Sentence Summarization"	"0.48717948717948717"	"0.8345901684333654"	"0.6706349206349207"	"13"	"0"	"1"	"0"
"1082"	"Sentence-level Cat1"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1083"	"Sentence-level Cat2"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1084"	"Sentence-level Cat3"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1085"	"Sentiment Analysis"	"0.8426356589147286"	"0.5730220148373442"	"0.1173140770746031"	"688"	"0"	"1"	"0"
"1086"	"Sequence-To-Sequence Speech Recognition"	"0.3333333333333333"	"0.9056390622295664"	"0.8"	"8"	"0"	"0"	"0"
"1087"	"Sequential Image Classification"	"0.6521739130434783"	"0.6665783579949205"	"0.7015915119363396"	"23"	"1"	"0"	"1"
"1088"	"Session-Based Recommendations"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"0"	"0"	"0"
"1089"	"Shadow Detection"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"1090"	"Shadow Removal"	"0.8"	"0.46899559358928117"	"0.6097560975609756"	"10"	"0"	"0"	"0"
"1091"	"Shape from Texture"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1092"	"Short Text Clustering"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1093"	"Short-Text Conversation"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"0"	"1"	"0"
"1094"	"Sign Language Production"	""	""	"1.0"	"3"	"0"	"1"	"0"
"1095"	"Sign Language Recognition"	"0.4387755102040817"	"0.8833281650124549"	"0.6621621621621622"	"28"	"1"	"0"	"0"
"1096"	"Sign Language Translation"	"0.14285714285714285"	"0.9755037590061085"	"0.9074074074074074"	"7"	"1"	"0"	"0"
"1097"	"Simultaneous Localization and Mapping"	"0.6071428571428571"	"0.7210916307659828"	"0.3429571303587051"	"28"	"1"	"0"	"0"
"1098"	"Single Image Dehazing"	"0.5836734693877551"	"0.7777183021914857"	"0.4800156739811912"	"35"	"1"	"0"	"0"
"1099"	"Single Image Deraining"	"0.6666666666666666"	"0.6454645236511274"	"0.5464684014869889"	"21"	"1"	"0"	"0"
"1100"	"Single Image Haze Removal"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1101"	"Single-Image Blind Deblurring"	"0.25"	"0.9463946303571861"	"0.8888888888888888"	"4"	"1"	"0"	"0"
"1102"	"Single-Image Portrait Relighting"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1103"	"Single-View 3D Reconstruction"	"0.8947368421052632"	"0.2974722489192897"	"0.5553846153846155"	"19"	"1"	"0"	"0"
"1104"	"Single-object colocalization"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"1105"	"Single-object discovery"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"1"	"0"	"0"
"1106"	"Single-step retrosynthesis"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1107"	"Skeleton Based Action Recognition"	"0.7210038986354775"	"0.6967767042116552"	"0.19426553434793575"	"304"	"1"	"0"	"0"
"1108"	"Sketch Recognition"	"0.4285714285714286"	"0.8322488896002306"	"0.6447368421052632"	"7"	"1"	"0"	"0"
"1109"	"Sketch-Based Image Retrieval"	"0.6"	"0.7389932894278336"	"0.45213675213675214"	"23"	"1"	"0"	"0"
"1110"	"Sketch-to-Image Translation"	"0.0"	"1.0"	"1.0"	"4"	"0"	"0"	"0"
"1111"	"Skills Assessment"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1112"	"Skills Evaluation"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1113"	"Skin Cancer Segmentation"	"0.24761904761904763"	"0.9631915776883351"	"0.8529980657640235"	"21"	"1"	"0"	"0"
"1114"	"Skin Lesion Classification"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1115"	"Sleep Arousal Detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1116"	"Sleep Micro-event detection"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1117"	"Sleep Stage Detection"	"0.45454545454545453"	"0.8453509366224364"	"0.8287671232876712"	"11"	"0"	"0"	"0"
"1118"	"Sleep apnea detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1119"	"Sleep spindles detection"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1120"	"Slot Filling"	"0.7636363636363637"	"0.5102741033737658"	"0.1766217084136159"	"55"	"0"	"1"	"0"
"1121"	"Small Data Image Classification"	"0.5279850746268657"	"0.850209859918441"	"0.49356789444749855"	"67"	"1"	"0"	"1"
"1122"	"Small Object Detection"	"0.6300000000000001"	"0.6321462460036033"	"0.2600915522263837"	"25"	"1"	"0"	"0"
"1123"	"Small-Footprint Keyword Spotting"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1124"	"Smile Recognition"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"1125"	"Sound Event Detection"	"0.30864197530864196"	"0.9416178549113768"	"0.7714285714285712"	"18"	"0"	"0"	"0"
"1126"	"Source Code Summarization"	"0.6410256410256411"	"0.6760150508789765"	"0.485632183908046"	"13"	"0"	"1"	"0"
"1127"	"Span-Extraction MRC"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1128"	"Sparse Learning"	"0.5"	"0.7896900821428474"	"0.6666666666666666"	"6"	"0"	"0"	"1"
"1129"	"Sparse Representation-based Classification"	"0.6"	"0.6958688724473058"	"0.3950617283950617"	"16"	"1"	"0"	"1"
"1130"	"Spatial Relation Recognition"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1131"	"Spatio-Temporal Action Localization"	"0.5151515151515151"	"0.8359154583142654"	"0.531219512195122"	"33"	"1"	"0"	"0"
"1132"	"Speaker Diarization"	"0.5555555555555556"	"0.7841591278514218"	"0.623076923076923"	"18"	"0"	"0"	"0"
"1133"	"Speaker Identification"	""	""	"1.0"	"20"	"0"	"0"	"0"
"1134"	"Speaker Recognition"	""	""	"1.0"	"5"	"0"	"0"	"0"
"1135"	"Speaker Separation"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1136"	"Speaker Verification"	"0.9111111111111111"	"0.2623112196143366"	"0.5464112250404749"	"45"	"0"	"0"	"0"
"1137"	"Speaker-Specific Lip to Speech Synthesis"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1138"	"Speech Dereverberation"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1139"	"Speech Emotion Recognition"	"0.9344262295081968"	"0.20818094555717104"	"0.5338593974175035"	"61"	"1"	"1"	"0"
"1140"	"Speech Enhancement"	"0.6017316017316018"	"0.7810579494172204"	"0.4793047696038804"	"77"	"0"	"0"	"0"
"1141"	"Speech Extraction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1142"	"Speech Quality"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1143"	"Speech Recognition"	"0.8192720859387526"	"0.5557135464420475"	"0.07321161302478849"	"693"	"0"	"0"	"0"
"1144"	"Speech Separation"	"0.5925925925925926"	"0.7313776131322518"	"0.5869565217391304"	"18"	"0"	"0"	"0"
"1145"	"Speech Synthesis"	"0.27272727272727276"	"0.9107196304548567"	"0.657608695652174"	"11"	"0"	"0"	"0"
"1146"	"Speech-to-Text Translation"	"0.6470588235294118"	"0.672294817075638"	"0.7048780487804878"	"17"	"0"	"1"	"0"
"1147"	"Spelling Correction"	"0.0"	"1.0"	"1.0"	"2"	"0"	"1"	"0"
"1148"	"Spindle Detection"	""	""	"1.0"	"5"	"0"	"0"	"0"
"1149"	"Split and Rephrase"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1150"	"Spoken Dialogue Systems"	"0.2"	"0.9602297178607613"	"0.9259259259259257"	"5"	"0"	"0"	"0"
"1151"	"Spoken Language Understanding"	"0.5520833333333334"	"0.7950374395759428"	"0.5044334975369458"	"32"	"0"	"1"	"0"
"1152"	"Spoken language identification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1153"	"Sql Chatbots"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1154"	"Stance Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1155"	"Stance Detection"	"0.0"	"1.0"	"1.0"	"8"	"0"	"1"	"0"
"1156"	"Stance Detection (US Election 2020 - Biden)"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1157"	"Stance Detection (US Election 2020 - Trump)"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1158"	"Starcraft"	"0.625"	"0.685820381093429"	"0.49230769230769234"	"16"	"0"	"0"	"0"
"1159"	"Starcraft II"	"0.65625"	"0.6445680921309757"	"0.4"	"16"	"0"	"0"	"0"
"1160"	"Steering Control"	"0.0"	"0.9999999999999999"	"1.0"	"3"	"1"	"0"	"0"
"1161"	"Stereo Depth Estimation"	"0.5072463768115941"	"0.812747131497916"	"0.5071907957813997"	"23"	"1"	"0"	"0"
"1162"	"Stereo Disparity Estimation"	""	""	"1.0"	"9"	"0"	"0"	"0"
"1163"	"Stereo Image Super-Resolution"	"0.3333333333333333"	"0.8783471047618534"	"0.8181818181818182"	"9"	"1"	"0"	"0"
"1164"	"Stereo Matching"	"0.7368421052631579"	"0.6159377523895861"	"0.37555387164305626"	"171"	"1"	"0"	"0"
"1165"	"Stereo Matching Hand"	"0.0"	"1.0"	"1.0"	"2"	"1"	"0"	"0"
"1166"	"Stereo-LiDAR Fusion"	"0.4166666666666667"	"0.875"	"0.7272727272727273"	"8"	"1"	"0"	"0"
"1167"	"Stochastic Optimization"	"0.7347242921013414"	"0.6607984711470529"	"0.3260602874167543"	"183"	"0"	"0"	"1"
"1168"	"Stock Market Prediction"	""	""	"1.0"	"6"	"0"	"0"	"0"
"1169"	"Stock Prediction"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"0"	"0"
"1170"	"Stock Price Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1171"	"Stock Trend Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1172"	"Story Completion"	"0.0"	"1.0"	"1.0"	"4"	"0"	"1"	"0"
"1173"	"Street Scene Parsing"	""	""	"1.0"	"2"	"1"	"0"	"0"
"1174"	"Structure from Motion"	"0.3673469387755102"	"0.8974602008183248"	"0.6447368421052632"	"14"	"1"	"0"	"0"
"1175"	"Structured Prediction"	"0.48148148148148145"	"0.8288713632524444"	"0.6532258064516129"	"9"	"0"	"0"	"1"
"1176"	"Style Generalization"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1177"	"Style Transfer"	"0.3933333333333333"	"0.8964896239660971"	"0.5792400370713623"	"25"	"1"	"0"	"0"
"1178"	"Subjectivity Analysis"	""	""	"1.0"	"9"	"0"	"1"	"0"
"1179"	"Super-Resolution"	"0.5833333333333334"	"0.8036691335295679"	"0.3934391830453941"	"75"	"1"	"0"	"0"
"1180"	"Superpixel Image Classification"	"0.40740740740740744"	"0.8763576394898523"	"0.75"	"9"	"1"	"0"	"1"
"1181"	"Supervised Video Summarization"	"0.5"	"0.797374810639693"	"0.7259259259259259"	"14"	"1"	"0"	"0"
"1182"	"Supervised dimensionality reduction"	""	""	"1.0"	"1"	"1"	"0"	"1"
"1183"	"Surface Normals Estimation"	"0.5"	"0.8194483718728035"	"0.7111111111111111"	"8"	"1"	"0"	"0"
"1184"	"Surgical Gesture Recognition"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1185"	"Surgical Skills Evaluation"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1186"	"Surgical tool detection"	""	""	"1.0"	"4"	"1"	"0"	"0"
"1187"	"Swapped operands"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1188"	"Symmetry Detection"	"0.5"	"0.8112781244591328"	"0.8"	"4"	"1"	"0"	"0"
"1189"	"Synthetic Data Generation"	""	""	"1.0"	"2"	"0"	"0"	"0"
"1190"	"Synthetic-to-Real Translation"	"0.6766304347826089"	"0.644723934271803"	"0.3886134067952249"	"92"	"1"	"0"	"0"
"1191"	"Systematic Generalization"	"0.7"	"0.5816718657178868"	"0.505050505050505"	"10"	"0"	"0"	"0"
"1192"	"TREC 2019 Passage Ranking"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1193"	"Table Detection"	"0.28888888888888886"	"0.935944697445866"	"0.7941176470588235"	"9"	"0"	"0"	"0"
"1194"	"Table-based Fact Verification"	""	""	"1.0"	"2"	"0"	"1"	"0"
"1195"	"Table-to-Text Generation"	"0.33766233766233766"	"0.9160001690245049"	"0.7034883720930233"	"22"	"0"	"1"	"0"
"1196"	"Talking Face Generation"	"0.5897435897435898"	"0.7442626474488743"	"0.5633333333333334"	"13"	"1"	"0"	"0"
"1197"	"Talking Head Generation"	"0.14285714285714285"	"0.9821410328348752"	"0.9607843137254903"	"14"	"1"	"0"	"0"
"1198"	"Task-Oriented Dialogue Systems"	"0.619047619047619"	"0.7631055795107184"	"0.3379310344827588"	"63"	"0"	"1"	"0"
"1199"	"Temporal Action Localization"	"0.8437809303860112"	"0.6069168081008348"	"0.15255822090404184"	"1732"	"1"	"0"	"1"
"1200"	"Temporal Action Proposal Generation"	"0.6228070175438597"	"0.71352308410333"	"0.4426732066217046"	"38"	"1"	"0"	"0"
"1201"	"Temporal Information Extraction"	"0.14285714285714285"	"0.9821410328348752"	"0.9607843137254903"	"7"	"0"	"1"	"0"
"1202"	"Temporal Localization"	"0.7"	"0.5816718657178868"	"0.505050505050505"	"10"	"1"	"0"	"0"
"1203"	"Temporal Logic"	""	""	"1.0"	"4"	"0"	"0"	"0"
"1204"	"Text Categorization"	"0.49282296650717705"	"0.8550742641026402"	"0.546969696969697"	"38"	"0"	"1"	"0"
"1205"	"Text Classification"	"0.8153679653679653"	"0.6003450320675969"	"0.11974861341289494"	"462"	"0"	"1"	"0"
"1206"	"Text Clustering"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1207"	"Text Effects Transfer"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1208"	"Text Generation"	"0.660786001147447"	"0.7709256673670887"	"0.20930091246974467"	"249"	"1"	"1"	"0"
"1209"	"Text Infilling"	""	""	"1.0"	"1"	"0"	"1"	"0"
"1210"	"Text Matching"	"0.0"	"1.0"	"1.0"	"4"	"0"	"1"	"0"
"1211"	"Text Segmentation"	""	""	"1.0"	"3"	"0"	"0"	"0"
"1212"	"Text Simplification"	"0.65149136577708"	"0.7225248140635864"	"0.43620943952802366"	"91"	"0"	"1"	"0"
"1213"	"Text Spotting"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1214"	"Text Style Transfer"	"0.0"	"1.0"	"0.9999999999999999"	"6"	"0"	"1"	"0"
"1215"	"Text Summarization"	"0.7318897877258075"	"0.6893916358801764"	"0.1400620171243914"	"401"	"0"	"1"	"0"
"1216"	"Text based Person Retrieval"	""	""	"1.0"	"12"	"1"	"0"	"0"
"1217"	"Text-Image Retrieval"	"0.5714285714285714"	"0.7663561313826343"	"0.5690322580645163"	"21"	"1"	"0"	"0"
"1218"	"Text-Independent Speaker Verification"	""	""	"1.0"	"9"	"0"	"0"	"0"
"1219"	"Text-To-Speech Synthesis"	"0.7333333333333334"	"0.5194602975157967"	"0.3826530612244897"	"15"	"0"	"1"	"0"
"1220"	"Text-To-Sql"	"0.7257142857142858"	"0.6231754441076917"	"0.3100198412698413"	"50"	"0"	"0"	"0"
"1221"	"Text-to-Image Generation"	"0.6708860759493671"	"0.7174486114022787"	"0.2908743475018642"	"79"	"1"	"1"	"0"
"1222"	"Text-to-Image Retrieval"	""	""	"1.0"	"4"	"0"	"0"	"0"
"1223"	"Texture Synthesis"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"1224"	"Thermal Infrared Object Tracking"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"1"	"0"	"0"
"1225"	"Thoracic Disease Classification"	""	""	"1.0"	"1"	"1"	"0"	"0"
"1226"	"Time Series"	"0.5151515151515151"	"0.8085947862963575"	"0.6436170212765958"	"11"	"0"	"0"	"0"
"1227"	"Time Series Analysis"	"0.0"	"1.0"	"1.0"	"2"	"0"	"0"	"0"
"1228"	"Time Series Averaging"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1229"	"Time Series Classification"	"0.21568627450980393"	"0.9664022887695614"	"0.9145569620253163"	"17"	"0"	"0"	"0"
"1230"	"Time Series Forecasting"	"0.75"	"0.55492359643836"	"0.3557894736842106"	"26"	"0"	"0"	"0"
"1231"	"Time Series Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1232"	"Time-interval Prediction"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1233"	"Timex normalization"	"0.2"	"0.9709505944546688"	"0.9615384615384615"	"5"	"0"	"1"	"0"
"1234"	"Tokenization"	"0.0"	"1.0000000000000002"	"0.9999999999999998"	"5"	"0"	"1"	"0"
"1235"	"Topic Classification"	""	""	"1.0"	"1"	"0"	"0"	"0"
"1236"	"Topic Models"	"0.393939393939394"	"0.9146669414357429"	"0.670153846153846"	"33"	"0"	"1"	"0"
"1237"	"Topological Data Analysis"	"0.16666666666666666"	"0.9798687566511527"	"0.9729729729729728"	"12"	"0"	"0"	"0"
"1238"	"Toxic Comment Classification"	"0.3333333333333333"	"0.9182958340544894"	"0.8999999999999999"	"3"	"0"	"1"	"0"
"1239"	"Traffic Accident Detection"	""	""	"1.0"	"2"	"1"	"0"	"0"
