""	"task"	"year"	"num_dataset_births"	"num_papers_adopting"	"num_dataset_homegrown"	"num_dataset_imports"	"num_papers_growing"	"num_converted_growing"	"size"	"task_age"	"adoption_ratio"	"creation_ratio"	"adoption_pct"	"creation_pct"	"conversion_pct"	"pwc_size"	"CV"	"NLP"	"Methodology"
"119"	"Coreference Resolution"	"2018.0"	"2.0"	"0.0"	"150.0"	"0.0"	"13.0"	"4.0"	"15.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.3076923076923077"	"36748"	"0"	"1"	"0"
"120"	"Coreference Resolution"	"2019.0"	"6.0"	"2.0"	"152.0"	"0.0"	"32.0"	"14.0"	"40.0"	"2009.0"	"0.0625"	"inf"	"0.058823529411764705"	"1.0"	"0.4375"	"49025"	"0"	"1"	"0"
"121"	"Cross-Lingual Document Classification"	"2018.0"	"2.0"	"2.0"	"158.0"	"0.0"	"1.0"	"1.0"	"5.0"	"2013.0"	"2.0"	"inf"	"0.6666666666666666"	"1.0"	"1.0"	"36748"	"0"	"1"	"0"
"122"	"Cross-Lingual Natural Language Inference"	"2018.0"	"1.0"	"2.0"	"160.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	""	"36748"	"0"	"1"	"0"
"123"	"Cross-Lingual Natural Language Inference"	"2020.0"	"1.0"	"4.0"	"161.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	""	"63637"	"0"	"1"	"0"
"124"	"Cross-Lingual Question Answering"	"2019.0"	"1.0"	"2.0"	"162.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2015.0"	"inf"	"inf"	"1.0"	"1.0"	""	"49025"	"0"	"1"	"0"
"125"	"Cross-Lingual Transfer"	"2018.0"	"2.0"	"1.0"	"163.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2013.0"	"inf"	"inf"	"1.0"	"1.0"	""	"36748"	"0"	"1"	"0"
"126"	"Cross-Modal  Person Re-Identification"	"2017.0"	"1.0"	"0.0"	"165.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	""	"23433"	"1"	"0"	"0"
"127"	"Crowd Counting"	"2013.0"	"1.0"	"0.0"	"166.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"6815"	"1"	"0"	"0"
"128"	"Crowd Counting"	"2016.0"	"1.0"	"0.0"	"167.0"	"0.0"	"3.0"	"1.0"	"4.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.3333333333333333"	"17279"	"1"	"0"	"0"
"129"	"Crowd Counting"	"2017.0"	"2.0"	"2.0"	"168.0"	"3.0"	"10.0"	"7.0"	"14.0"	"2013.0"	"0.2"	"0.6666666666666666"	"0.16666666666666666"	"0.4"	"0.7"	"23433"	"1"	"0"	"0"
"130"	"Crowd Counting"	"2018.0"	"1.0"	"0.0"	"170.0"	"0.0"	"24.0"	"2.0"	"25.0"	"2013.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.08333333333333333"	"36748"	"1"	"0"	"0"
"131"	"Curved Text Detection"	"2017.0"	"2.0"	"0.0"	"171.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	""	"inf"	""	"1.0"	""	"23433"	"1"	"0"	"0"
"132"	"DQN Replay Dataset"	"2020.0"	"1.0"	"0.0"	"173.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"133"	"Data Augmentation"	"2019.0"	"3.0"	"5.0"	"174.0"	"0.0"	"1.0"	"0.0"	"9.0"	"2012.0"	"5.0"	"inf"	"0.8333333333333334"	"1.0"	"0.0"	"49025"	"1"	"1"	"1"
"134"	"Data-to-Text Generation"	"2017.0"	"3.0"	"0.0"	"177.0"	"4.0"	"0.0"	"0.0"	"3.0"	"2012.0"	""	"0.75"	""	"0.42857142857142855"	""	"23433"	"0"	"1"	"0"
"135"	"Data-to-Text Generation"	"2018.0"	"1.0"	"0.0"	"180.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	""	"36748"	"0"	"1"	"0"
"136"	"Data-to-Text Generation"	"2019.0"	"1.0"	"5.0"	"181.0"	"0.0"	"0.0"	"0.0"	"6.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	""	"49025"	"0"	"1"	"0"
"137"	"Data-to-Text Generation"	"2020.0"	"1.0"	"2.0"	"182.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	""	"63637"	"0"	"1"	"0"
"138"	"Deblurring"	"2017.0"	"1.0"	"0.0"	"183.0"	"0.0"	"4.0"	"2.0"	"5.0"	"2006.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.5"	"23433"	"1"	"0"	"0"
"139"	"Deblurring"	"2020.0"	"1.0"	"0.0"	"184.0"	"0.0"	"27.0"	"0.0"	"28.0"	"2006.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"1"	"0"	"0"
"140"	"Decision Making"	"2014.0"	"1.0"	"0.0"	"185.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1992.0"	""	"inf"	""	"1.0"	""	"9769"	"0"	"0"	"0"
"141"	"Decision Making"	"2019.0"	"1.0"	"1.0"	"186.0"	"0.0"	"1.0"	"1.0"	"3.0"	"1992.0"	"1.0"	"inf"	"0.5"	"1.0"	"1.0"	"49025"	"0"	"0"	"0"
"142"	"Defect Detection"	"2019.0"	"1.0"	"0.0"	"187.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	""	"49025"	"0"	"0"	"0"
"143"	"Defect Detection"	"2021.0"	"1.0"	"0.0"	"188.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2014.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"37713"	"0"	"0"	"0"
"144"	"Definition Extraction"	"2019.0"	"1.0"	"0.0"	"189.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2013.0"	""	"inf"	""	"1.0"	""	"49025"	"0"	"1"	"0"
"145"	"Denoising"	"2018.0"	"2.0"	"0.0"	"190.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2006.0"	""	"inf"	""	"1.0"	""	"36748"	"1"	"0"	"0"
"146"	"Dense Object Detection"	"2019.0"	"1.0"	"6.0"	"192.0"	"0.0"	"0.0"	"0.0"	"7.0"	"2016.0"	"inf"	"inf"	"1.0"	"1.0"	""	"49025"	"1"	"0"	"0"
"147"	"Dense Video Captioning"	"2018.0"	"1.0"	"1.0"	"193.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2017.0"	"inf"	"inf"	"1.0"	"1.0"	""	"36748"	"1"	"0"	"0"
"148"	"Depth Completion"	"2017.0"	"1.0"	"4.0"	"194.0"	"0.0"	"0.0"	"0.0"	"5.0"	"2015.0"	"inf"	"inf"	"1.0"	"1.0"	""	"23433"	"1"	"0"	"0"
"149"	"Depth Completion"	"2019.0"	"1.0"	"44.0"	"195.0"	"0.0"	"0.0"	"0.0"	"45.0"	"2015.0"	"inf"	"inf"	"1.0"	"1.0"	""	"49025"	"1"	"0"	"0"
"150"	"Depth Estimation"	"2016.0"	"2.0"	"27.0"	"196.0"	"0.0"	"0.0"	"0.0"	"29.0"	"2009.0"	"inf"	"inf"	"1.0"	"1.0"	""	"17279"	"1"	"0"	"0"
"151"	"Depth Estimation"	"2017.0"	"1.0"	"69.0"	"198.0"	"15.0"	"0.0"	"0.0"	"70.0"	"2009.0"	"inf"	"0.06666666666666667"	"1.0"	"0.0625"	""	"23433"	"1"	"0"	"0"
"152"	"Depth Estimation"	"2019.0"	"5.0"	"424.0"	"199.0"	"0.0"	"7.0"	"1.0"	"436.0"	"2009.0"	"60.57142857142857"	"inf"	"0.9837587006960556"	"1.0"	"0.14285714285714285"	"49025"	"1"	"0"	"0"
"153"	"Depth Estimation"	"2020.0"	"1.0"	"480.0"	"204.0"	"0.0"	"18.0"	"4.0"	"499.0"	"2009.0"	"26.666666666666668"	"inf"	"0.963855421686747"	"1.0"	"0.2222222222222222"	"63637"	"1"	"0"	"0"
"154"	"Dialog Relation Extraction"	"2020.0"	"1.0"	"0.0"	"205.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2020.0"	""	"inf"	""	"1.0"	""	"63637"	"0"	"1"	"0"
"155"	"Dialogue Generation"	"2018.0"	"1.0"	"0.0"	"206.0"	"0.0"	"1.0"	"1.0"	"2.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"1.0"	"36748"	"1"	"1"	"0"
"156"	"Dialogue Generation"	"2019.0"	"2.0"	"11.0"	"207.0"	"0.0"	"6.0"	"6.0"	"19.0"	"2012.0"	"1.8333333333333333"	"inf"	"0.6470588235294118"	"1.0"	"1.0"	"49025"	"1"	"1"	"0"
"157"	"Dialogue State Tracking"	"2016.0"	"1.0"	"3.0"	"209.0"	"2.0"	"0.0"	"0.0"	"4.0"	"2013.0"	"inf"	"0.5"	"1.0"	"0.3333333333333333"	""	"17279"	"0"	"1"	"0"
"158"	"Dialogue State Tracking"	"2020.0"	"1.0"	"5.0"	"210.0"	"0.0"	"8.0"	"1.0"	"14.0"	"2013.0"	"0.625"	"inf"	"0.38461538461538464"	"1.0"	"0.125"	"63637"	"0"	"1"	"0"
"159"	"Dialogue Understanding"	"2013.0"	"1.0"	"0.0"	"211.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	""	"6815"	"0"	"1"	"0"
"160"	"Dialogue Understanding"	"2016.0"	"1.0"	"0.0"	"212.0"	"0.0"	"2.0"	"0.0"	"3.0"	"2009.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"17279"	"0"	"1"	"0"
"161"	"Dimensionality Reduction"	"2019.0"	"1.0"	"0.0"	"213.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2002.0"	""	"inf"	""	"1.0"	""	"49025"	"1"	"0"	"1"
"162"	"Disparity Estimation"	"2015.0"	"1.0"	"0.0"	"214.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"0"
"163"	"Distant Speech Recognition"	"2015.0"	"1.0"	"0.0"	"215.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	""	"12124"	"0"	"0"	"0"
"164"	"Document Classification"	"2020.0"	"1.0"	"11.0"	"216.0"	"0.0"	"0.0"	"0.0"	"12.0"	"2010.0"	"inf"	"inf"	"1.0"	"1.0"	""	"63637"	"0"	"1"	"0"
"165"	"Document Image Classification"	"2015.0"	"1.0"	"0.0"	"217.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"1"
"166"	"Document Summarization"	"2018.0"	"4.0"	"0.0"	"218.0"	"0.0"	"1.0"	"0.0"	"5.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"36748"	"0"	"1"	"0"
"167"	"Document Summarization"	"2019.0"	"1.0"	"2.0"	"222.0"	"0.0"	"2.0"	"2.0"	"5.0"	"2011.0"	"1.0"	"inf"	"0.5"	"1.0"	"1.0"	"49025"	"0"	"1"	"0"
"168"	"Document Summarization"	"2020.0"	"1.0"	"5.0"	"223.0"	"0.0"	"17.0"	"9.0"	"23.0"	"2011.0"	"0.29411764705882354"	"inf"	"0.22727272727272727"	"1.0"	"0.5294117647058824"	"63637"	"0"	"1"	"0"
"169"	"Document Summarization"	"2021.0"	"2.0"	"3.0"	"224.0"	"0.0"	"10.0"	"1.0"	"15.0"	"2011.0"	"0.3"	"inf"	"0.23076923076923078"	"1.0"	"0.1"	"37713"	"0"	"1"	"0"
"170"	"Domain Adaptation"	"2010.0"	"1.0"	"0.0"	"226.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	""	"349"	"1"	"0"	"1"
"171"	"Domain Adaptation"	"2017.0"	"5.0"	"160.0"	"227.0"	"12.0"	"16.0"	"5.0"	"181.0"	"2007.0"	"10.0"	"0.4166666666666667"	"0.9090909090909091"	"0.29411764705882354"	"0.3125"	"23433"	"1"	"0"	"1"
"172"	"Domain Adaptation"	"2019.0"	"4.0"	"333.0"	"232.0"	"0.0"	"81.0"	"0.0"	"418.0"	"2007.0"	"4.111111111111111"	"inf"	"0.8043478260869565"	"1.0"	"0.0"	"49025"	"1"	"0"	"1"
"173"	"Domain Adaptation"	"2020.0"	"2.0"	"505.0"	"236.0"	"0.0"	"168.0"	"3.0"	"675.0"	"2007.0"	"3.005952380952381"	"inf"	"0.75037147102526"	"1.0"	"0.017857142857142856"	"63637"	"1"	"0"	"1"
"174"	"Domain Generalization"	"2017.0"	"1.0"	"15.0"	"238.0"	"11.0"	"4.0"	"2.0"	"20.0"	"2015.0"	"3.75"	"0.09090909090909091"	"0.7894736842105263"	"0.08333333333333333"	"0.5"	"23433"	"1"	"0"	"1"
"175"	"Domain Generalization"	"2019.0"	"4.0"	"64.0"	"239.0"	"0.0"	"21.0"	"5.0"	"89.0"	"2015.0"	"3.0476190476190474"	"inf"	"0.7529411764705882"	"1.0"	"0.23809523809523808"	"49025"	"1"	"0"	"1"
"176"	"Drone Pose Estimation"	"2020.0"	"1.0"	"0.0"	"243.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	""	"63637"	"0"	"0"	"0"
"177"	"Duplicate-Question Retrieval"	"2021.0"	"1.0"	"0.0"	"244.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2021.0"	""	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"178"	"EEG"	"2015.0"	"1.0"	"0.0"	"245.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	""	"12124"	"0"	"0"	"1"
"179"	"Electron Microscopy Image Segmentation"	"2021.0"	"1.0"	"0.0"	"246.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	""	"37713"	"1"	"0"	"0"
"180"	"Embodied Question Answering"	"2017.0"	"1.0"	"0.0"	"247.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	""	"23433"	"1"	"1"	"0"
"181"	"Emotion Classification"	"2020.0"	"1.0"	"1.0"	"248.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2012.0"	"inf"	"inf"	"1.0"	"1.0"	""	"63637"	"0"	"1"	"0"
"182"	"Emotion Recognition"	"2008.0"	"2.0"	"0.0"	"249.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2008.0"	""	"inf"	""	"1.0"	""	"200"	"1"	"1"	"0"
"183"	"Emotion Recognition"	"2015.0"	"1.0"	"0.0"	"251.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2008.0"	""	"inf"	""	"1.0"	""	"12124"	"1"	"1"	"0"
"184"	"Emotion Recognition"	"2020.0"	"2.0"	"1.0"	"252.0"	"0.0"	"10.0"	"0.0"	"13.0"	"2008.0"	"0.1"	"inf"	"0.09090909090909091"	"1.0"	"0.0"	"63637"	"1"	"1"	"0"
"185"	"Emotion Recognition in Context"	"2020.0"	"1.0"	"0.0"	"254.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	""	"63637"	"1"	"1"	"0"
"186"	"Emotion Recognition in Conversation"	"2019.0"	"1.0"	"0.0"	"255.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2017.0"	""	"inf"	""	"1.0"	""	"49025"	"1"	"1"	"0"
"187"	"End-To-End Speech Recognition"	"2018.0"	"1.0"	"1.0"	"256.0"	"0.0"	"0.0"	"0.0"	"2.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	""	"36748"	"0"	"0"	"0"
"188"	"Entity Alignment"	"2017.0"	"1.0"	"0.0"	"257.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	""	"23433"	"0"	"1"	"0"
"189"	"Entity Disambiguation"	"2011.0"	"1.0"	"0.0"	"258.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	""	"351"	"0"	"1"	"0"
"190"	"Entity Linking"	"2011.0"	"1.0"	"0.0"	"259.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2011.0"	""	"inf"	""	"1.0"	""	"351"	"0"	"1"	"0"
"191"	"Entity Linking"	"2019.0"	"1.0"	"0.0"	"260.0"	"0.0"	"6.0"	"0.0"	"7.0"	"2011.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"0"	"1"	"0"
"192"	"Entity Linking"	"2020.0"	"2.0"	"1.0"	"261.0"	"0.0"	"10.0"	"1.0"	"13.0"	"2011.0"	"0.1"	"inf"	"0.09090909090909091"	"1.0"	"0.1"	"63637"	"0"	"1"	"0"
"193"	"Entity Retrieval"	"2021.0"	"1.0"	"0.0"	"263.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2015.0"	""	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"194"	"Entity Typing"	"2018.0"	"1.0"	"0.0"	"264.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2012.0"	""	"inf"	""	"1.0"	""	"36748"	"0"	"1"	"0"
"195"	"Event Coreference Resolution"	"2014.0"	"1.0"	"0.0"	"265.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2009.0"	""	"inf"	""	"1.0"	""	"9769"	"0"	"0"	"0"
"196"	"Evidence Selection"	"2021.0"	"1.0"	"0.0"	"266.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2019.0"	""	"inf"	""	"1.0"	""	"37713"	"0"	"0"	"0"
"197"	"Extreme Summarization"	"2018.0"	"1.0"	"0.0"	"267.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	""	"36748"	"0"	"0"	"0"
"198"	"Extreme Summarization"	"2021.0"	"1.0"	"0.0"	"268.0"	"0.0"	"2.0"	"1.0"	"3.0"	"2016.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.5"	"37713"	"0"	"0"	"0"
"199"	"Eye Tracking"	"2020.0"	"1.0"	"0.0"	"269.0"	"0.0"	"1.0"	"0.0"	"2.0"	"2012.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"63637"	"1"	"0"	"0"
"200"	"Face Alignment"	"2016.0"	"1.0"	"19.0"	"270.0"	"13.0"	"0.0"	"0.0"	"20.0"	"2012.0"	"inf"	"0.07692307692307693"	"1.0"	"0.07142857142857142"	""	"17279"	"1"	"0"	"0"
"201"	"Face Alignment"	"2018.0"	"1.0"	"11.0"	"271.0"	"0.0"	"9.0"	"0.0"	"21.0"	"2012.0"	"1.2222222222222223"	"inf"	"0.55"	"1.0"	"0.0"	"36748"	"1"	"0"	"0"
"202"	"Face Alignment"	"2020.0"	"1.0"	"32.0"	"272.0"	"0.0"	"23.0"	"0.0"	"56.0"	"2012.0"	"1.391304347826087"	"inf"	"0.5818181818181818"	"1.0"	"0.0"	"63637"	"1"	"0"	"0"
"203"	"Face Detection"	"2015.0"	"2.0"	"6.0"	"273.0"	"0.0"	"3.0"	"3.0"	"11.0"	"2007.0"	"2.0"	"inf"	"0.6666666666666666"	"1.0"	"1.0"	"12124"	"1"	"0"	"0"
"204"	"Face Detection"	"2016.0"	"1.0"	"7.0"	"275.0"	"4.0"	"17.0"	"17.0"	"25.0"	"2007.0"	"0.4117647058823529"	"0.25"	"0.2916666666666667"	"0.2"	"1.0"	"17279"	"1"	"0"	"0"
"205"	"Face Generation"	"2017.0"	"1.0"	"27.0"	"276.0"	"0.0"	"0.0"	"0.0"	"28.0"	"2010.0"	"inf"	"inf"	"1.0"	"1.0"	""	"23433"	"1"	"0"	"0"
"206"	"Face Presentation Attack Detection"	"2019.0"	"1.0"	"0.0"	"277.0"	"0.0"	"1.0"	"1.0"	"2.0"	"2018.0"	"0.0"	"inf"	"0.0"	"1.0"	"1.0"	"49025"	"1"	"0"	"0"
"207"	"Face Recognition"	"2008.0"	"1.0"	"0.0"	"278.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2007.0"	""	"inf"	""	"1.0"	""	"200"	"1"	"0"	"0"
"208"	"Face Recognition"	"2014.0"	"1.0"	"14.0"	"279.0"	"0.0"	"7.0"	"0.0"	"22.0"	"2007.0"	"2.0"	"inf"	"0.6666666666666666"	"1.0"	"0.0"	"9769"	"1"	"0"	"0"
"209"	"Face Recognition"	"2015.0"	"1.0"	"29.0"	"280.0"	"0.0"	"26.0"	"10.0"	"56.0"	"2007.0"	"1.1153846153846154"	"inf"	"0.5272727272727272"	"1.0"	"0.38461538461538464"	"12124"	"1"	"0"	"0"
"210"	"Face Recognition"	"2016.0"	"4.0"	"52.0"	"281.0"	"0.0"	"37.0"	"16.0"	"93.0"	"2007.0"	"1.4054054054054055"	"inf"	"0.5842696629213483"	"1.0"	"0.43243243243243246"	"17279"	"1"	"0"	"0"
"211"	"Face Recognition"	"2018.0"	"3.0"	"100.0"	"285.0"	"0.0"	"144.0"	"16.0"	"247.0"	"2007.0"	"0.6944444444444444"	"inf"	"0.4098360655737705"	"1.0"	"0.1111111111111111"	"36748"	"1"	"0"	"0"
"212"	"Face Recognition"	"2020.0"	"1.0"	"115.0"	"288.0"	"0.0"	"217.0"	"0.0"	"333.0"	"2007.0"	"0.5299539170506913"	"inf"	"0.3463855421686747"	"1.0"	"0.0"	"63637"	"1"	"0"	"0"
"213"	"Face Reconstruction"	"2016.0"	"1.0"	"8.0"	"289.0"	"11.0"	"1.0"	"0.0"	"10.0"	"2014.0"	"8.0"	"0.09090909090909091"	"0.8888888888888888"	"0.08333333333333333"	"0.0"	"17279"	"1"	"0"	"0"
"214"	"Face Reconstruction"	"2019.0"	"1.0"	"15.0"	"290.0"	"0.0"	"17.0"	"1.0"	"33.0"	"2014.0"	"0.8823529411764706"	"inf"	"0.46875"	"1.0"	"0.058823529411764705"	"49025"	"1"	"0"	"0"
"215"	"Face Sketch Synthesis"	"2020.0"	"1.0"	"0.0"	"291.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2016.0"	""	"inf"	""	"1.0"	""	"63637"	"1"	"0"	"0"
"216"	"Face Swapping"	"2020.0"	"1.0"	"22.0"	"292.0"	"0.0"	"58.0"	"2.0"	"81.0"	"2011.0"	"0.3793103448275862"	"inf"	"0.275"	"1.0"	"0.034482758620689655"	"63637"	"1"	"0"	"0"
"217"	"Face Verification"	"2016.0"	"1.0"	"45.0"	"293.0"	"17.0"	"13.0"	"0.0"	"59.0"	"2009.0"	"3.4615384615384617"	"0.058823529411764705"	"0.7758620689655172"	"0.05555555555555555"	"0.0"	"17279"	"1"	"0"	"0"
"218"	"Face Verification"	"2018.0"	"1.0"	"76.0"	"294.0"	"0.0"	"26.0"	"7.0"	"103.0"	"2009.0"	"2.923076923076923"	"inf"	"0.7450980392156863"	"1.0"	"0.2692307692307692"	"36748"	"1"	"0"	"0"
"219"	"Facial Attribute Classification"	"2015.0"	"1.0"	"0.0"	"295.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2014.0"	""	"inf"	""	"1.0"	""	"12124"	"1"	"0"	"0"
"220"	"Facial Expression Recognition"	"2013.0"	"1.0"	"0.0"	"296.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2010.0"	""	"inf"	""	"1.0"	""	"6815"	"1"	"0"	"0"
"221"	"Facial Expression Recognition"	"2016.0"	"2.0"	"6.0"	"297.0"	"0.0"	"4.0"	"0.0"	"12.0"	"2010.0"	"1.5"	"inf"	"0.6"	"1.0"	"0.0"	"17279"	"1"	"0"	"0"
"222"	"Facial Expression Recognition"	"2018.0"	"1.0"	"4.0"	"299.0"	"0.0"	"15.0"	"0.0"	"20.0"	"2010.0"	"0.26666666666666666"	"inf"	"0.21052631578947367"	"1.0"	"0.0"	"36748"	"1"	"0"	"0"
"223"	"Facial Expression Recognition"	"2019.0"	"1.0"	"18.0"	"300.0"	"0.0"	"18.0"	"7.0"	"37.0"	"2010.0"	"1.0"	"inf"	"0.5"	"1.0"	"0.3888888888888889"	"49025"	"1"	"0"	"0"
"224"	"Facial Landmark Detection"	"2018.0"	"1.0"	"14.0"	"301.0"	"0.0"	"0.0"	"0.0"	"15.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	""	"36748"	"1"	"0"	"0"
"227"	"Fact Checking"	"2021.0"	"1.0"	"2.0"	"304.0"	"0.0"	"0.0"	"0.0"	"3.0"	"2014.0"	"inf"	"inf"	"1.0"	"1.0"	""	"37713"	"0"	"0"	"0"
"228"	"Fact Verification"	"2020.0"	"1.0"	"0.0"	"305.0"	"0.0"	"0.0"	"0.0"	"1.0"	"2018.0"	""	"inf"	""	"1.0"	""	"63637"	"0"	"1"	"0"
"229"	"Fake News Detection"	"2017.0"	"1.0"	"0.0"	"306.0"	"0.0"	"2.0"	"2.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"1.0"	"23433"	"0"	"1"	"0"
"230"	"Fake News Detection"	"2019.0"	"1.0"	"0.0"	"307.0"	"0.0"	"2.0"	"0.0"	"3.0"	"2017.0"	"0.0"	"inf"	"0.0"	"1.0"	"0.0"	"49025"	"0"	"1"	"0"
"231"	"Few-Shot Image Classification"	"2016.0"	"1.0"	"1.0"	"308.0"	"0.0"	"3.0"	"0.0"	"5.0"	"2014.0"	"0.3333333333333333"	"inf"	"0.25"	"1.0"	"0.0"	"17279"	"1"	"0"	"1"
"232"	"Few-Shot Image Classification"	"2018.0"	"1.0"	"3.0"	"309.0"	"0.0"	"6.0"	"0.0"	"10.0"	"2014.0"	"0.5"	"inf"	"0.3333333333333333"	"1.0"	"0.0"	"36748"	"1"	"0"	"1"
"233"	"Few-Shot Image Classification"	"2019.0"	"1.0"	"3.0"	"310.0"	"0.0"	"13.0"	"3.0"	"17.0"	"2014.0"	"0.23076923076923078"	"inf"	"0.1875"	"1.0"	"0.23076923076923078"	"49025"	"1"	"0"	"1"
"234"	"Few-Shot Image Classification"	"2021.0"	"1.0"	"4.0"	"311.0"	"0.0"	"6.0"	"0.0"	"11.0"	"2014.0"	"0.6666666666666666"	"inf"	"0.4"	"1.0"	"0.0"	"37713"	"1"	"0"	"1"
"235"	"Few-Shot Learning"	"2016.0"	"2.0"	"13.0"	"312.0"	"0.0"	"1.0"	"0.0"	"16.0"	"2013.0"	"13.0"	"inf"	"0.9285714285714286"	"1.0"	"0.0"	"17279"	"1"	"0"	"1"
"236"	"Few-Shot Learning"	"2017.0"	"1.0"	"24.0"	"314.0"	"0.0"	"3.0"	"0.0"	"28.0"	"2013.0"	"8.0"	"inf"	"0.8888888888888888"	"1.0"	"0.0"	"23433"	"1"	"0"	"1"
"237"	"Few-Shot Learning"	"2019.0"	"1.0"	"196.0"	"315.0"	"0.0"	"9.0"	"8.0"	"206.0"	"2013.0"	"21.77777777777778"	"inf"	"0.9560975609756097"	"1.0"	"0.8888888888888888"	"49025"	"1"	"0"	"1"
"238"	"Few-Shot Learning"	"2021.0"	"1.0"	"197.0"	"316.0"	"0.0"	"10.0"	"0.0"	"208.0"	"2013.0"	"19.7"	"inf"	"0.9516908212560387"	"1.0"	"0.0"	"37713"	"1"	"0"	"1"
"239"	"Few-Shot Object Detection"	"2019.0"	"1.0"	"17.0"	"317.0"	"0.0"	"0.0"	"0.0"	"18.0"	"2018.0"	"inf"	"inf"	"1.0"	"1.0"	""	"49025"	"1"	"0"	"0"
